From,From_Label,To,To_Label,Count,Area_km2,Period
15,Water,15,Water,3925684003,3533115.6027,2006-2007
15,Water,16,Permanent ice and snow,75713,68.1417,2006-2007
15,Water,20,Forest,69678,62.7102,2006-2007
16,Permanent ice and snow,5,Shrubland,44363,39.9267,2006-2007
16,Permanent ice and snow,7,Grassland,1898,1.7082,2006-2007
16,Permanent ice and snow,8,Cropland,2690,2.421,2006-2007
16,Permanent ice and snow,9,Wetland,48,0.0432,2006-2007
16,Permanent ice and snow,11,Lichens and Mosses,198,0.1782,2006-2007
16,Permanent ice and snow,12,Bareland,70327,63.2943,2006-2007
16,Permanent ice and snow,13,Built-up,3523,3.1707,2006-2007
16,Permanent ice and snow,15,Water,55833,50.2497,2006-2007
16,Permanent ice and snow,16,Permanent ice and snow,3774418,3396.9762,2006-2007
16,Permanent ice and snow,20,Forest,17672,15.9048,2006-2007
20,Forest,5,Shrubland,3256024,2930.4216,2006-2007
20,Forest,7,Grassland,888283,799.4547,2006-2007
20,Forest,8,Cropland,6573513,5916.1617,2006-2007
20,Forest,9,Wetland,421654,379.4886,2006-2007
20,Forest,11,Lichens and Mosses,6168,5.5512,2006-2007
20,Forest,12,Bareland,58085,52.2765,2006-2007
20,Forest,13,Built-up,598848,538.9632,2006-2007
20,Forest,15,Water,39598,35.6382,2006-2007
20,Forest,16,Permanent ice and snow,15633,14.0697,2006-2007
20,Forest,20,Forest,1231650457,1108485.4113,2006-2007
5,Shrubland,5,Shrubland,506584471,455926.0239,2007-2008
5,Shrubland,7,Grassland,1643149,1478.8341,2007-2008
5,Shrubland,8,Cropland,7892016,7102.8144,2007-2008
5,Shrubland,9,Wetland,455547,409.9923,2007-2008
5,Shrubland,11,Lichens and Mosses,40231,36.2079,2007-2008
5,Shrubland,12,Bareland,378145,340.3305,2007-2008
5,Shrubland,13,Built-up,822946,740.6514,2007-2008
5,Shrubland,15,Water,42008,37.8072,2007-2008
5,Shrubland,16,Permanent ice and snow,49241,44.3169,2007-2008
5,Shrubland,20,Forest,2737733,2463.9597,2007-2008
7,Grassland,5,Shrubland,1346479,1211.8311,2007-2008
7,Grassland,7,Grassland,537497194,483747.4746,2007-2008
7,Grassland,8,Cropland,12120561,10908.5049,2007-2008
7,Grassland,9,Wetland,250175,225.1575,2007-2008
7,Grassland,11,Lichens and Mosses,22299,20.0691,2007-2008
7,Grassland,12,Bareland,997173,897.4557,2007-2008
7,Grassland,13,Built-up,803301,722.9709,2007-2008
7,Grassland,15,Water,10880,9.792,2007-2008
7,Grassland,16,Permanent ice and snow,1853,1.6677,2007-2008
7,Grassland,20,Forest,1051902,946.7118,2007-2008
8,Cropland,5,Shrubland,6736443,6062.7987,2007-2008
8,Cropland,7,Grassland,9990162,8991.1458,2007-2008
8,Cropland,8,Cropland,1910775699,1719698.1291,2007-2008
8,Cropland,9,Wetland,1072239,965.0151,2007-2008
8,Cropland,11,Lichens and Mosses,40731,36.6579,2007-2008
8,Cropland,12,Bareland,1104409,993.9681,2007-2008
8,Cropland,13,Built-up,6452383,5807.1447,2007-2008
8,Cropland,15,Water,53654,48.2886,2007-2008
8,Cropland,16,Permanent ice and snow,3481,3.1329,2007-2008
8,Cropland,20,Forest,5806613,5225.9517,2007-2008
9,Wetland,5,Shrubland,392481,353.2329,2007-2008
9,Wetland,7,Grassland,175824,158.2416,2007-2008
9,Wetland,8,Cropland,1062281,956.0529,2007-2008
9,Wetland,9,Wetland,45078941,40571.0469,2007-2008
9,Wetland,11,Lichens and Mosses,1691,1.5219,2007-2008
9,Wetland,12,Bareland,1068695,961.8255,2007-2008
9,Wetland,13,Built-up,98124,88.3116,2007-2008
9,Wetland,15,Water,1738790,1564.911,2007-2008
9,Wetland,16,Permanent ice and snow,65,0.0585,2007-2008
9,Wetland,20,Forest,473660,426.294,2007-2008
11,Lichens and Mosses,5,Shrubland,36592,32.9328,2007-2008
11,Lichens and Mosses,7,Grassland,37255,33.5295,2007-2008
11,Lichens and Mosses,8,Cropland,63976,57.5784,2007-2008
11,Lichens and Mosses,9,Wetland,3149,2.8341,2007-2008
11,Lichens and Mosses,11,Lichens and Mosses,909440,818.496,2007-2008
11,Lichens and Mosses,12,Bareland,3883,3.4947,2007-2008
11,Lichens and Mosses,13,Built-up,7590,6.831,2007-2008
11,Lichens and Mosses,15,Water,1851,1.6659,2007-2008
11,Lichens and Mosses,16,Permanent ice and snow,299,0.2691,2007-2008
11,Lichens and Mosses,20,Forest,9572,8.6148,2007-2008
12,Bareland,5,Shrubland,384666,346.1994,2007-2008
12,Bareland,7,Grassland,1311835,1180.6515,2007-2008
12,Bareland,8,Cropland,1197732,1077.9588,2007-2008
12,Bareland,9,Wetland,1096070,986.463,2007-2008
12,Bareland,11,Lichens and Mosses,7540,6.786,2007-2008
12,Bareland,12,Bareland,1206363612,1085727.2508,2007-2008
12,Bareland,13,Built-up,344997,310.4973,2007-2008
12,Bareland,15,Water,74347,66.9123,2007-2008
12,Bareland,16,Permanent ice and snow,87927,79.1343,2007-2008
12,Bareland,20,Forest,100255,90.2295,2007-2008
13,Built-up,5,Shrubland,859133,773.2197,2007-2008
13,Built-up,7,Grassland,728869,655.9821,2007-2008
13,Built-up,8,Cropland,5138998,4625.0982,2007-2008
13,Built-up,9,Wetland,87863,79.0767,2007-2008
13,Built-up,11,Lichens and Mosses,5933,5.3397,2007-2008
13,Built-up,12,Bareland,275847,248.2623,2007-2008
13,Built-up,13,Built-up,116555815,104900.2335,2007-2008
13,Built-up,15,Water,23382,21.0438,2007-2008
13,Built-up,16,Permanent ice and snow,4122,3.7098,2007-2008
13,Built-up,20,Forest,547190,492.471,2007-2008
15,Water,5,Shrubland,36041,32.4369,2007-2008
15,Water,7,Grassland,8946,8.0514,2007-2008
15,Water,8,Cropland,50183,45.1647,2007-2008
15,Water,9,Wetland,1636788,1473.1092,2007-2008
15,Water,11,Lichens and Mosses,1461,1.3149,2007-2008
15,Water,12,Bareland,52435,47.1915,2007-2008
15,Water,13,Built-up,27772,24.9948,2007-2008
15,Water,15,Water,3925606614,3533045.9526,2007-2008
15,Water,16,Permanent ice and snow,101161,91.0449,2007-2008
15,Water,20,Forest,50187,45.1683,2007-2008
16,Permanent ice and snow,5,Shrubland,94136,84.7224,2007-2008
16,Permanent ice and snow,7,Grassland,2909,2.6181,2007-2008
16,Permanent ice and snow,8,Cropland,2520,2.268,2007-2008
16,Permanent ice and snow,9,Wetland,43,0.0387,2007-2008
16,Permanent ice and snow,11,Lichens and Mosses,335,0.3015,2007-2008
16,Permanent ice and snow,12,Bareland,101050,90.945,2007-2008
16,Permanent ice and snow,13,Built-up,5884,5.2956,2007-2008
16,Permanent ice and snow,15,Water,37684,33.9156,2007-2008
16,Permanent ice and snow,16,Permanent ice and snow,3763120,3386.808,2007-2008
16,Permanent ice and snow,20,Forest,14943,13.4487,2007-2008
20,Forest,5,Shrubland,3850900,3465.81,2007-2008
20,Forest,7,Grassland,1097796,988.0164,2007-2008
20,Forest,8,Cropland,7127948,6415.1532,2007-2008
20,Forest,9,Wetland,451388,406.2492,2007-2008
20,Forest,11,Lichens and Mosses,9174,8.2566,2007-2008
20,Forest,12,Bareland,95818,86.2362,2007-2008
20,Forest,13,Built-up,596913,537.2217,2007-2008
20,Forest,15,Water,42796,38.5164,2007-2008
20,Forest,16,Permanent ice and snow,27267,24.5403,2007-2008
20,Forest,20,Forest,1228546821,1105692.1389,2007-2008
5,Shrubland,5,Shrubland,507722027,456949.8243,2008-2009
5,Shrubland,7,Grassland,1406400,1265.76,2008-2009
5,Shrubland,8,Cropland,6453204,5807.8836,2008-2009
5,Shrubland,9,Wetland,446179,401.5611,2008-2009
5,Shrubland,11,Lichens and Mosses,31574,28.4166,2008-2009
5,Shrubland,12,Bareland,284919,256.4271,2008-2009
5,Shrubland,13,Built-up,896281,806.6529,2008-2009
5,Shrubland,15,Water,38253,34.4277,2008-2009
5,Shrubland,16,Permanent ice and snow,51946,46.7514,2008-2009
5,Shrubland,20,Forest,2990564,2691.5076,2008-2009
7,Grassland,5,Shrubland,1364595,1228.1355,2008-2009
7,Grassland,7,Grassland,539769786,485792.8074,2008-2009
7,Grassland,8,Cropland,8754537,7879.0833,2008-2009
7,Grassland,9,Wetland,160719,144.6471,2008-2009
7,Grassland,11,Lichens and Mosses,19242,17.3178,2008-2009
7,Grassland,12,Bareland,677602,609.8418,2008-2009
7,Grassland,13,Built-up,794036,714.6324,2008-2009
7,Grassland,15,Water,7155,6.4395,2008-2009
7,Grassland,16,Permanent ice and snow,1784,1.6056,2008-2009
7,Grassland,20,Forest,944485,850.0365,2008-2009
8,Cropland,5,Shrubland,6368382,5731.5438,2008-2009
8,Cropland,7,Grassland,7761157,6985.0413,2008-2009
8,Cropland,8,Cropland,1916993845,1725294.4605,2008-2009
8,Cropland,9,Wetland,1190480,1071.432,2008-2009
8,Cropland,11,Lichens and Mosses,36797,33.1173,2008-2009
8,Cropland,12,Bareland,841803,757.6227,2008-2009
8,Cropland,13,Built-up,6006062,5405.4558,2008-2009
8,Cropland,15,Water,65419,58.8771,2008-2009
8,Cropland,16,Permanent ice and snow,3087,2.7783,2008-2009
8,Cropland,20,Forest,6164889,5548.4001,2008-2009
9,Wetland,5,Shrubland,396083,356.4747,2008-2009
9,Wetland,7,Grassland,196750,177.075,2008-2009
9,Wetland,8,Cropland,878780,790.902,2008-2009
9,Wetland,9,Wetland,44717171,40245.4539,2008-2009
9,Wetland,11,Lichens and Mosses,1556,1.4004,2008-2009
9,Wetland,12,Bareland,1207552,1086.7968,2008-2009
9,Wetland,13,Built-up,89414,80.4726,2008-2009
9,Wetland,15,Water,2188189,1969.3701,2008-2009
9,Wetland,16,Permanent ice and snow,64,0.0576,2008-2009
9,Wetland,20,Forest,456652,410.9868,2008-2009
11,Lichens and Mosses,5,Shrubland,31465,28.3185,2008-2009
11,Lichens and Mosses,7,Grassland,27666,24.8994,2008-2009
11,Lichens and Mosses,8,Cropland,42487,38.2383,2008-2009
11,Lichens and Mosses,9,Wetland,1846,1.6614,2008-2009
11,Lichens and Mosses,11,Lichens and Mosses,912384,821.1456,2008-2009
11,Lichens and Mosses,12,Bareland,5149,4.6341,2008-2009
11,Lichens and Mosses,13,Built-up,6522,5.8698,2008-2009
11,Lichens and Mosses,15,Water,1653,1.4877,2008-2009
11,Lichens and Mosses,16,Permanent ice and snow,343,0.3087,2008-2009
11,Lichens and Mosses,20,Forest,9320,8.388,2008-2009
12,Bareland,5,Shrubland,341181,307.0629,2008-2009
12,Bareland,7,Grassland,1491898,1342.7082,2008-2009
12,Bareland,8,Cropland,760566,684.5094,2008-2009
12,Bareland,9,Wetland,906472,815.8248,2008-2009
12,Bareland,11,Lichens and Mosses,8881,7.9929,2008-2009
12,Bareland,12,Bareland,1206353912,1085718.5208,2008-2009
12,Bareland,13,Built-up,347983,313.1847,2008-2009
12,Bareland,15,Water,50653,45.5877,2008-2009
12,Bareland,16,Permanent ice and snow,87475,78.7275,2008-2009
12,Bareland,20,Forest,92034,82.8306,2008-2009
13,Built-up,5,Shrubland,776926,699.2334,2008-2009
13,Built-up,7,Grassland,734922,661.4298,2008-2009
13,Built-up,8,Cropland,5053260,4547.934,2008-2009
13,Built-up,9,Wetland,94866,85.3794,2008-2009
13,Built-up,11,Lichens and Mosses,6298,5.6682,2008-2009
13,Built-up,12,Bareland,239070,215.163,2008-2009
13,Built-up,13,Built-up,118264599,106438.1391,2008-2009
13,Built-up,15,Water,26304,23.6736,2008-2009
13,Built-up,16,Permanent ice and snow,6417,5.7753,2008-2009
13,Built-up,20,Forest,513071,461.7639,2008-2009
15,Water,5,Shrubland,32411,29.1699,2008-2009
15,Water,7,Grassland,5320,4.788,2008-2009
15,Water,8,Cropland,42657,38.3913,2008-2009
15,Water,9,Wetland,1148503,1033.6527,2008-2009
15,Water,11,Lichens and Mosses,820,0.738,2008-2009
15,Water,12,Bareland,60472,54.4248,2008-2009
15,Water,13,Built-up,23864,21.4776,2008-2009
15,Water,15,Water,3926178015,3533560.2135,2008-2009
15,Water,16,Permanent ice and snow,100593,90.5337,2008-2009
15,Water,20,Forest,39350,35.415,2008-2009
16,Permanent ice and snow,5,Shrubland,57886,52.0974,2008-2009
16,Permanent ice and snow,7,Grassland,2743,2.4687,2008-2009
16,Permanent ice and snow,8,Cropland,1757,1.5813,2008-2009
16,Permanent ice and snow,9,Wetland,26,0.0234,2008-2009
16,Permanent ice and snow,11,Lichens and Mosses,195,0.1755,2008-2009
16,Permanent ice and snow,12,Bareland,49424,44.4816,2008-2009
16,Permanent ice and snow,13,Built-up,2483,2.2347,2008-2009
16,Permanent ice and snow,15,Water,22703,20.4327,2008-2009
16,Permanent ice and snow,16,Permanent ice and snow,3893754,3504.3786,2008-2009
16,Permanent ice and snow,20,Forest,7565,6.8085,2008-2009
20,Forest,5,Shrubland,3323347,2991.0123,2008-2009
20,Forest,7,Grassland,876504,788.8536,2008-2009
20,Forest,8,Cropland,5744867,5170.3803,2008-2009
20,Forest,9,Wetland,503641,453.2769,2008-2009
20,Forest,11,Lichens and Mosses,8575,7.7175,2008-2009
20,Forest,12,Bareland,49995,44.9955,2008-2009
20,Forest,13,Built-up,562170,505.953,2008-2009
20,Forest,15,Water,46563,41.9067,2008-2009
20,Forest,16,Permanent ice and snow,25679,23.1111,2008-2009
20,Forest,20,Forest,1228197530,1105377.777,2008-2009
5,Shrubland,5,Shrubland,507663693,456897.3237,2009-2010
5,Shrubland,7,Grassland,1724480,1552.032,2009-2010
5,Shrubland,8,Cropland,6374723,5737.2507,2009-2010
5,Shrubland,9,Wetland,383673,345.3057,2009-2010
5,Shrubland,11,Lichens and Mosses,37151,33.4359,2009-2010
5,Shrubland,12,Bareland,230393,207.3537,2009-2010
5,Shrubland,13,Built-up,792011,712.8099,2009-2010
5,Shrubland,15,Water,47684,42.9156,2009-2010
5,Shrubland,16,Permanent ice and snow,26506,23.8554,2009-2010
5,Shrubland,20,Forest,3133999,2820.5991,2009-2010
7,Grassland,5,Shrubland,1794378,1614.9402,2009-2010
7,Grassland,7,Grassland,537073928,483366.5352,2009-2010
7,Grassland,8,Cropland,10763513,9687.1617,2009-2010
7,Grassland,9,Wetland,183451,165.1059,2009-2010
7,Grassland,11,Lichens and Mosses,26167,23.5503,2009-2010
7,Grassland,12,Bareland,493205,443.8845,2009-2010
7,Grassland,13,Built-up,795666,716.0994,2009-2010
7,Grassland,15,Water,5739,5.1651,2009-2010
7,Grassland,16,Permanent ice and snow,1388,1.2492,2009-2010
7,Grassland,20,Forest,1135705,1022.1345,2009-2010
8,Cropland,5,Shrubland,6335802,5702.2218,2009-2010
8,Cropland,7,Grassland,8943763,8049.3867,2009-2010
8,Cropland,8,Cropland,1916242781,1724618.5029,2009-2010
8,Cropland,9,Wetland,913121,821.8089,2009-2010
8,Cropland,11,Lichens and Mosses,45748,41.1732,2009-2010
8,Cropland,12,Bareland,544099,489.6891,2009-2010
8,Cropland,13,Built-up,5723680,5151.312,2009-2010
8,Cropland,15,Water,77858,70.0722,2009-2010
8,Cropland,16,Permanent ice and snow,906,0.8154,2009-2010
8,Cropland,20,Forest,5898201,5308.3809,2009-2010
9,Wetland,5,Shrubland,325728,293.1552,2009-2010
9,Wetland,7,Grassland,139651,125.6859,2009-2010
9,Wetland,8,Cropland,726910,654.219,2009-2010
9,Wetland,9,Wetland,44362073,39925.8657,2009-2010
9,Wetland,11,Lichens and Mosses,2216,1.9944,2009-2010
9,Wetland,12,Bareland,877810,790.029,2009-2010
9,Wetland,13,Built-up,88599,79.7391,2009-2010
9,Wetland,15,Water,2174937,1957.4433,2009-2010
9,Wetland,16,Permanent ice and snow,13,0.0117,2009-2010
9,Wetland,20,Forest,471965,424.7685,2009-2010
11,Lichens and Mosses,5,Shrubland,34199,30.7791,2009-2010
11,Lichens and Mosses,7,Grassland,40937,36.8433,2009-2010
11,Lichens and Mosses,8,Cropland,48634,43.7706,2009-2010
11,Lichens and Mosses,9,Wetland,1118,1.0062,2009-2010
11,Lichens and Mosses,11,Lichens and Mosses,882581,794.3229,2009-2010
11,Lichens and Mosses,12,Bareland,1888,1.6992,2009-2010
11,Lichens and Mosses,13,Built-up,6732,6.0588,2009-2010
11,Lichens and Mosses,15,Water,932,0.8388,2009-2010
11,Lichens and Mosses,16,Permanent ice and snow,88,0.0792,2009-2010
11,Lichens and Mosses,20,Forest,9213,8.2917,2009-2010
12,Bareland,5,Shrubland,402014,361.8126,2009-2010
12,Bareland,7,Grassland,1455100,1309.59,2009-2010
12,Bareland,8,Cropland,918313,826.4817,2009-2010
12,Bareland,9,Wetland,1372836,1235.5524,2009-2010
12,Bareland,11,Lichens and Mosses,4618,4.1562,2009-2010
12,Bareland,12,Bareland,1205069709,1084562.7381,2009-2010
12,Bareland,13,Built-up,350497,315.4473,2009-2010
12,Bareland,15,Water,70033,63.0297,2009-2010
12,Bareland,16,Permanent ice and snow,32640,29.376,2009-2010
12,Bareland,20,Forest,94130,84.717,2009-2010
13,Built-up,5,Shrubland,812041,730.8369,2009-2010
13,Built-up,7,Grassland,688766,619.8894,2009-2010
13,Built-up,8,Cropland,4953043,4457.7387,2009-2010
13,Built-up,9,Wetland,84522,76.0698,2009-2010
13,Built-up,11,Lichens and Mosses,7599,6.8391,2009-2010
13,Built-up,12,Bareland,228569,205.7121,2009-2010
13,Built-up,13,Built-up,119709723,107738.7507,2009-2010
13,Built-up,15,Water,21986,19.7874,2009-2010
13,Built-up,16,Permanent ice and snow,1326,1.1934,2009-2010
13,Built-up,20,Forest,485846,437.2614,2009-2010
15,Water,5,Shrubland,34209,30.7881,2009-2010
15,Water,7,Grassland,6382,5.7438,2009-2010
15,Water,8,Cropland,53164,47.8476,2009-2010
15,Water,9,Wetland,1313538,1182.1842,2009-2010
15,Water,11,Lichens and Mosses,1516,1.3644,2009-2010
15,Water,12,Bareland,43655,39.2895,2009-2010
15,Water,13,Built-up,28298,25.4682,2009-2010
15,Water,15,Water,3927079371,3534371.4339,2009-2010
15,Water,16,Permanent ice and snow,11261,10.1349,2009-2010
15,Water,20,Forest,53514,48.1626,2009-2010
16,Permanent ice and snow,5,Shrubland,89601,80.6409,2009-2010
16,Permanent ice and snow,7,Grassland,3892,3.5028,2009-2010
16,Permanent ice and snow,8,Cropland,4572,4.1148,2009-2010
16,Permanent ice and snow,9,Wetland,159,0.1431,2009-2010
16,Permanent ice and snow,11,Lichens and Mosses,538,0.4842,2009-2010
16,Permanent ice and snow,12,Bareland,122459,110.2131,2009-2010
16,Permanent ice and snow,13,Built-up,9839,8.8551,2009-2010
16,Permanent ice and snow,15,Water,138783,124.9047,2009-2010
16,Permanent ice and snow,16,Permanent ice and snow,3759872,3383.8848,2009-2010
16,Permanent ice and snow,20,Forest,41429,37.2861,2009-2010
20,Forest,5,Shrubland,3007292,2706.5628,2009-2010
20,Forest,7,Grassland,1185535,1066.9815,2009-2010
20,Forest,8,Cropland,6133834,5520.4506,2009-2010
20,Forest,9,Wetland,497771,447.9939,2009-2010
20,Forest,11,Lichens and Mosses,10061,9.0549,2009-2010
20,Forest,12,Bareland,41200,37.08,2009-2010
20,Forest,13,Built-up,530208,477.1872,2009-2010
20,Forest,15,Water,43149,38.8341,2009-2010
20,Forest,16,Permanent ice and snow,2954,2.6586,2009-2010
20,Forest,20,Forest,1227963457,1105167.1113,2009-2010
5,Shrubland,5,Shrubland,510340262,459306.2358,2010-2011
5,Shrubland,7,Grassland,1216983,1095.2847,2010-2011
5,Shrubland,8,Cropland,5013315,4511.9835,2010-2011
5,Shrubland,9,Wetland,371088,333.9792,2010-2011
5,Shrubland,11,Lichens and Mosses,38911,35.0199,2010-2011
5,Shrubland,12,Bareland,217077,195.3693,2010-2011
5,Shrubland,13,Built-up,801642,721.4778,2010-2011
5,Shrubland,15,Water,52008,46.8072,2010-2011
5,Shrubland,16,Permanent ice and snow,93034,83.7306,2010-2011
5,Shrubland,20,Forest,2354629,2119.1661,2010-2011
7,Grassland,5,Shrubland,1349544,1214.5896,2010-2011
7,Grassland,7,Grassland,540138888,486124.9992,2010-2011
7,Grassland,8,Cropland,7488855,6739.9695,2010-2011
7,Grassland,9,Wetland,159710,143.739,2010-2011
7,Grassland,11,Lichens and Mosses,34306,30.8754,2010-2011
7,Grassland,12,Bareland,472145,424.9305,2010-2011
7,Grassland,13,Built-up,757932,682.1388,2010-2011
7,Grassland,15,Water,5717,5.1453,2010-2011
7,Grassland,16,Permanent ice and snow,5670,5.103,2010-2011
7,Grassland,20,Forest,849682,764.7138,2010-2011
8,Cropland,5,Shrubland,5075417,4567.8753,2010-2011
8,Cropland,7,Grassland,6206108,5585.4972,2010-2011
8,Cropland,8,Cropland,1923365411,1731028.8699,2010-2011
8,Cropland,9,Wetland,839708,755.7372,2010-2011
8,Cropland,11,Lichens and Mosses,45768,41.1912,2010-2011
8,Cropland,12,Bareland,356794,321.1146,2010-2011
8,Cropland,13,Built-up,5636734,5073.0606,2010-2011
8,Cropland,15,Water,87760,78.984,2010-2011
8,Cropland,16,Permanent ice and snow,2802,2.5218,2010-2011
8,Cropland,20,Forest,4602985,4142.6865,2010-2011
9,Wetland,5,Shrubland,359390,323.451,2010-2011
9,Wetland,7,Grassland,174681,157.2129,2010-2011
9,Wetland,8,Cropland,696988,627.2892,2010-2011
9,Wetland,9,Wetland,43710872,39339.7848,2010-2011
9,Wetland,11,Lichens and Mosses,2767,2.4903,2010-2011
9,Wetland,12,Bareland,1547393,1392.6537,2010-2011
9,Wetland,13,Built-up,95160,85.644,2010-2011
9,Wetland,15,Water,2083556,1875.2004,2010-2011
9,Wetland,16,Permanent ice and snow,48,0.0432,2010-2011
9,Wetland,20,Forest,441405,397.2645,2010-2011
11,Lichens and Mosses,5,Shrubland,28444,25.5996,2010-2011
11,Lichens and Mosses,7,Grassland,27862,25.0758,2010-2011
11,Lichens and Mosses,8,Cropland,37049,33.3441,2010-2011
11,Lichens and Mosses,9,Wetland,1921,1.7289,2010-2011
11,Lichens and Mosses,11,Lichens and Mosses,898121,808.3089,2010-2011
11,Lichens and Mosses,12,Bareland,2359,2.1231,2010-2011
11,Lichens and Mosses,13,Built-up,8304,7.4736,2010-2011
11,Lichens and Mosses,15,Water,2078,1.8702,2010-2011
11,Lichens and Mosses,16,Permanent ice and snow,255,0.2295,2010-2011
11,Lichens and Mosses,20,Forest,11801,10.6209,2010-2011
12,Bareland,5,Shrubland,413344,372.0096,2010-2011
12,Bareland,7,Grassland,1095488,985.9392,2010-2011
12,Bareland,8,Cropland,709376,638.4384,2010-2011
12,Bareland,9,Wetland,862621,776.3589,2010-2011
12,Bareland,11,Lichens and Mosses,7949,7.1541,2010-2011
12,Bareland,12,Bareland,1203996260,1083596.634,2010-2011
12,Bareland,13,Built-up,329906,296.9154,2010-2011
12,Bareland,15,Water,48734,43.8606,2010-2011
12,Bareland,16,Permanent ice and snow,105684,95.1156,2010-2011
12,Bareland,20,Forest,83626,75.2634,2010-2011
13,Built-up,5,Shrubland,759470,683.523,2010-2011
13,Built-up,7,Grassland,715790,644.211,2010-2011
13,Built-up,8,Cropland,4807897,4327.1073,2010-2011
13,Built-up,9,Wetland,79220,71.298,2010-2011
13,Built-up,11,Lichens and Mosses,7413,6.6717,2010-2011
13,Built-up,12,Bareland,223615,201.2535,2010-2011
13,Built-up,13,Built-up,120933174,108839.8566,2010-2011
13,Built-up,15,Water,23867,21.4803,2010-2011
13,Built-up,16,Permanent ice and snow,5352,4.8168,2010-2011
13,Built-up,20,Forest,479458,431.5122,2010-2011
15,Water,5,Shrubland,27393,24.6537,2010-2011
15,Water,7,Grassland,5258,4.7322,2010-2011
15,Water,8,Cropland,36301,32.6709,2010-2011
15,Water,9,Wetland,1337051,1203.3459,2010-2011
15,Water,11,Lichens and Mosses,1773,1.5957,2010-2011
15,Water,12,Bareland,44783,40.3047,2010-2011
15,Water,13,Built-up,24926,22.4334,2010-2011
15,Water,15,Water,3928101830,3535291.647,2010-2011
15,Water,16,Permanent ice and snow,40507,36.4563,2010-2011
15,Water,20,Forest,40650,36.585,2010-2011
16,Permanent ice and snow,5,Shrubland,27423,24.6807,2010-2011
16,Permanent ice and snow,7,Grassland,1259,1.1331,2010-2011
16,Permanent ice and snow,8,Cropland,2238,2.0142,2010-2011
16,Permanent ice and snow,9,Wetland,78,0.0702,2010-2011
16,Permanent ice and snow,11,Lichens and Mosses,180,0.162,2010-2011
16,Permanent ice and snow,12,Bareland,42723,38.4507,2010-2011
16,Permanent ice and snow,13,Built-up,2682,2.4138,2010-2011
16,Permanent ice and snow,15,Water,61285,55.1565,2010-2011
16,Permanent ice and snow,16,Permanent ice and snow,3683112,3314.8008,2010-2011
16,Permanent ice and snow,20,Forest,15973,14.3757,2010-2011
20,Forest,5,Shrubland,2812279,2531.0511,2010-2011
20,Forest,7,Grassland,858393,772.5537,2010-2011
20,Forest,8,Cropland,5465685,4919.1165,2010-2011
20,Forest,9,Wetland,504686,454.2174,2010-2011
20,Forest,11,Lichens and Mosses,10508,9.4572,2010-2011
20,Forest,12,Bareland,41429,37.2861,2010-2011
20,Forest,13,Built-up,503781,453.4029,2010-2011
20,Forest,15,Water,47175,42.4575,2010-2011
20,Forest,16,Permanent ice and snow,14828,13.3452,2010-2011
20,Forest,20,Forest,1229028696,1106125.8264,2010-2011
5,Shrubland,5,Shrubland,505080838,454572.7542,2011-2012
5,Shrubland,7,Grassland,1398698,1258.8282,2011-2012
5,Shrubland,8,Cropland,8411044,7569.9396,2011-2012
5,Shrubland,9,Wetland,500000,450.0,2011-2012
5,Shrubland,11,Lichens and Mosses,40851,36.7659,2011-2012
5,Shrubland,12,Bareland,389367,350.4303,2011-2012
5,Shrubland,13,Built-up,873513,786.1617,2011-2012
5,Shrubland,15,Water,64234,57.8106,2011-2012
5,Shrubland,16,Permanent ice and snow,276901,249.2109,2011-2012
5,Shrubland,20,Forest,4157521,3741.7689,2011-2012
7,Grassland,5,Shrubland,1425864,1283.2776,2011-2012
7,Grassland,7,Grassland,534916116,481424.5044,2011-2012
7,Grassland,8,Cropland,11007719,9906.9471,2011-2012
7,Grassland,9,Wetland,247522,222.7698,2011-2012
7,Grassland,11,Lichens and Mosses,31638,28.4742,2011-2012
7,Grassland,12,Bareland,807258,726.5322,2011-2012
7,Grassland,13,Built-up,845760,761.184,2011-2012
7,Grassland,15,Water,6039,5.4351,2011-2012
7,Grassland,16,Permanent ice and snow,14611,13.1499,2011-2012
7,Grassland,20,Forest,1138182,1024.3638,2011-2012
8,Cropland,5,Shrubland,6881836,6193.6524,2011-2012
8,Cropland,7,Grassland,9991735,8992.5615,2011-2012
8,Cropland,8,Cropland,1915506886,1723956.1974,2011-2012
8,Cropland,9,Wetland,848884,763.9956,2011-2012
8,Cropland,11,Lichens and Mosses,50762,45.6858,2011-2012
8,Cropland,12,Bareland,641812,577.6308,2011-2012
8,Cropland,13,Built-up,5976514,5378.8626,2011-2012
8,Cropland,15,Water,64411,57.9699,2011-2012
8,Cropland,16,Permanent ice and snow,10542,9.4878,2011-2012
8,Cropland,20,Forest,7649728,6884.7552,2011-2012
9,Wetland,5,Shrubland,455402,409.8618,2011-2012
9,Wetland,7,Grassland,133791,120.4119,2011-2012
9,Wetland,8,Cropland,842162,757.9458,2011-2012
9,Wetland,9,Wetland,43059074,38753.1666,2011-2012
9,Wetland,11,Lichens and Mosses,2878,2.5902,2011-2012
9,Wetland,12,Bareland,1131908,1018.7172,2011-2012
9,Wetland,13,Built-up,91638,82.4742,2011-2012
9,Wetland,15,Water,1657043,1491.3387,2011-2012
9,Wetland,16,Permanent ice and snow,313,0.2817,2011-2012
9,Wetland,20,Forest,492737,443.4633,2011-2012
11,Lichens and Mosses,5,Shrubland,35286,31.7574,2011-2012
