From,From_Label,To,To_Label,Count,Area_km2,Period
5,Shrubland,20,Forest,3194587,2875.1283,2016-2017
7,Grassland,5,Shrubland,1669755,1502.7795,2016-2017
7,Grassland,7,Grassland,535825469,482242.9221,2016-2017
7,Grassland,8,Cropland,11347751,10212.9759,2016-2017
7,Grassland,9,Wetland,188377,169.5393,2016-2017
7,Grassland,11,Lichens and Mosses,43098,38.7882,2016-2017
7,Grassland,12,Bareland,710077,639.0693,2016-2017
7,Grassland,13,Built-up,768388,691.5492,2016-2017
7,Grassland,15,Water,3514,3.1626,2016-2017
7,Grassland,16,Permanent ice and snow,730,0.657,2016-2017
7,Grassland,20,Forest,1248650,1123.785,2016-2017
8,Cropland,5,Shrubland,6833735,6150.3615,2016-2017
8,Cropland,7,Grassland,9641596,8677.4364,2016-2017
8,Cropland,8,Cropland,1915832198,1724248.9782,2016-2017
8,Cropland,9,Wetland,789071,710.1639,2016-2017
8,Cropland,11,Lichens and Mosses,82716,74.4444,2016-2017
8,Cropland,12,Bareland,853765,768.3885,2016-2017
8,Cropland,13,Built-up,6027001,5424.3009,2016-2017
8,Cropland,15,Water,31269,28.1421,2016-2017
8,Cropland,16,Permanent ice and snow,932,0.8388,2016-2017
8,Cropland,20,Forest,7306853,6576.1677,2016-2017
9,Wetland,5,Shrubland,512857,461.5713,2016-2017
9,Wetland,7,Grassland,166924,150.2316,2016-2017
9,Wetland,8,Cropland,890212,801.1908,2016-2017
9,Wetland,9,Wetland,45620809,41058.7281,2016-2017
9,Wetland,11,Lichens and Mosses,5568,5.0112,2016-2017
9,Wetland,12,Bareland,1093196,983.8764,2016-2017
9,Wetland,13,Built-up,99565,89.6085,2016-2017
9,Wetland,15,Water,1187453,1068.7077,2016-2017
9,Wetland,16,Permanent ice and snow,27,0.0243,2016-2017
9,Wetland,20,Forest,433167,389.8503,2016-2017
11,Lichens and Mosses,5,Shrubland,46917,42.2253,2016-2017
11,Lichens and Mosses,7,Grassland,37158,33.4422,2016-2017
11,Lichens and Mosses,8,Cropland,74328,66.8952,2016-2017
11,Lichens and Mosses,9,Wetland,4524,4.0716,2016-2017
11,Lichens and Mosses,11,Lichens and Mosses,882796,794.5164,2016-2017
11,Lichens and Mosses,12,Bareland,7640,6.876,2016-2017
11,Lichens and Mosses,13,Built-up,9108,8.1972,2016-2017
11,Lichens and Mosses,15,Water,3376,3.0384,2016-2017
11,Lichens and Mosses,16,Permanent ice and snow,56,0.0504,2016-2017
11,Lichens and Mosses,20,Forest,12164,10.9476,2016-2017
12,Bareland,5,Shrubland,531439,478.2951,2016-2017
12,Bareland,7,Grassland,1407659,1266.8931,2016-2017
12,Bareland,8,Cropland,1159834,1043.8506,2016-2017
12,Bareland,9,Wetland,1266654,1139.9886,2016-2017
12,Bareland,11,Lichens and Mosses,4189,3.7701,2016-2017
12,Bareland,12,Bareland,1200340047,1080306.0423,2016-2017
12,Bareland,13,Built-up,345644,311.0796,2016-2017
12,Bareland,15,Water,44084,39.6756,2016-2017
12,Bareland,16,Permanent ice and snow,3638,3.2742,2016-2017
12,Bareland,20,Forest,113661,102.2949,2016-2017
13,Built-up,5,Shrubland,879860,791.874,2016-2017
13,Built-up,7,Grassland,739335,665.4015,2016-2017
13,Built-up,8,Cropland,5284784,4756.3056,2016-2017
13,Built-up,9,Wetland,96271,86.6439,2016-2017
13,Built-up,11,Lichens and Mosses,8521,7.6689,2016-2017
13,Built-up,12,Bareland,260093,234.0837,2016-2017
13,Built-up,13,Built-up,125043523,112539.1707,2016-2017
13,Built-up,15,Water,17994,16.1946,2016-2017
13,Built-up,16,Permanent ice and snow,1480,1.332,2016-2017
13,Built-up,20,Forest,504308,453.8772,2016-2017
15,Water,5,Shrubland,44511,40.0599,2016-2017
15,Water,7,Grassland,7428,6.6852,2016-2017
15,Water,8,Cropland,36127,32.5143,2016-2017
15,Water,9,Wetland,1505593,1355.0337,2016-2017
15,Water,11,Lichens and Mosses,1701,1.5309,2016-2017
15,Water,12,Bareland,46258,41.6322,2016-2017
15,Water,13,Built-up,26242,23.6178,2016-2017
15,Water,15,Water,3927506673,3534756.0057,2016-2017
15,Water,16,Permanent ice and snow,17460,15.714,2016-2017
15,Water,20,Forest,47633,42.8697,2016-2017
16,Permanent ice and snow,5,Shrubland,1959,1.7631,2016-2017
16,Permanent ice and snow,7,Grassland,360,0.324,2016-2017
16,Permanent ice and snow,8,Cropland,210,0.189,2016-2017
16,Permanent ice and snow,9,Wetland,6,0.0054,2016-2017
16,Permanent ice and snow,11,Lichens and Mosses,20,0.018,2016-2017
16,Permanent ice and snow,12,Bareland,3073,2.7657,2016-2017
16,Permanent ice and snow,13,Built-up,1268,1.1412,2016-2017
16,Permanent ice and snow,15,Water,5619,5.0571,2016-2017
16,Permanent ice and snow,16,Permanent ice and snow,5218619,4696.7571,2016-2017
16,Permanent ice and snow,20,Forest,2603,2.3427,2016-2017
20,Forest,5,Shrubland,4084717,3676.2453,2016-2017
20,Forest,7,Grassland,1107337,996.6033,2016-2017
20,Forest,8,Cropland,8469043,7622.1387,2016-2017
20,Forest,9,Wetland,457086,411.3774,2016-2017
20,Forest,11,Lichens and Mosses,15125,13.6125,2016-2017
20,Forest,12,Bareland,78379,70.5411,2016-2017
20,Forest,13,Built-up,563023,506.7207,2016-2017
20,Forest,15,Water,52129,46.9161,2016-2017
20,Forest,16,Permanent ice and snow,6850,6.165,2016-2017
20,Forest,20,Forest,1218354333,1096518.8997,2016-2017
5,Shrubland,5,Shrubland,508159565,457343.6085,2017-2018
5,Shrubland,7,Grassland,1373986,1236.5874,2017-2018
5,Shrubland,8,Cropland,7028209,6325.3881,2017-2018
5,Shrubland,9,Wetland,404539,364.0851,2017-2018
5,Shrubland,11,Lichens and Mosses,43361,39.0249,2017-2018
5,Shrubland,12,Bareland,315276,283.7484,2017-2018
5,Shrubland,13,Built-up,879395,791.4555,2017-2018
5,Shrubland,15,Water,33770,30.393,2017-2018
5,Shrubland,16,Permanent ice and snow,8148,7.3332,2017-2018
5,Shrubland,20,Forest,3133981,2820.5829,2017-2018
7,Grassland,5,Shrubland,1508890,1358.001,2017-2018
7,Grassland,7,Grassland,534443757,480999.3813,2017-2018
7,Grassland,8,Cropland,11329154,10196.2386,2017-2018
7,Grassland,9,Wetland,154414,138.9726,2017-2018
7,Grassland,11,Lichens and Mosses,33531,30.1779,2017-2018
7,Grassland,12,Bareland,1084956,976.4604,2017-2018
7,Grassland,13,Built-up,768940,692.046,2017-2018
7,Grassland,15,Water,3900,3.51,2017-2018
7,Grassland,16,Permanent ice and snow,1968,1.7712,2017-2018
7,Grassland,20,Forest,1149238,1034.3142,2017-2018
8,Cropland,5,Shrubland,7246524,6521.8716,2017-2018
8,Cropland,7,Grassland,8676751,7809.0759,2017-2018
8,Cropland,8,Cropland,1919798523,1727818.6707,2017-2018
8,Cropland,9,Wetland,803142,722.8278,2017-2018
8,Cropland,11,Lichens and Mosses,58119,52.3071,2017-2018
8,Cropland,12,Bareland,1082553,974.2977,2017-2018
8,Cropland,13,Built-up,5563297,5006.9673,2017-2018
8,Cropland,15,Water,36816,33.1344,2017-2018
8,Cropland,16,Permanent ice and snow,1249,1.1241,2017-2018
8,Cropland,20,Forest,7195806,6476.2254,2017-2018
9,Wetland,5,Shrubland,607942,547.1478,2017-2018
9,Wetland,7,Grassland,200737,180.6633,2017-2018
9,Wetland,8,Cropland,870569,783.5121,2017-2018
9,Wetland,9,Wetland,45255009,40729.5081,2017-2018
9,Wetland,11,Lichens and Mosses,3170,2.853,2017-2018
9,Wetland,12,Bareland,1648216,1483.3944,2017-2018
9,Wetland,13,Built-up,92342,83.1078,2017-2018
9,Wetland,15,Water,1180356,1062.3204,2017-2018
9,Wetland,16,Permanent ice and snow,14,0.0126,2017-2018
9,Wetland,20,Forest,437564,393.8076,2017-2018
11,Lichens and Mosses,5,Shrubland,51183,46.0647,2017-2018
11,Lichens and Mosses,7,Grassland,34043,30.6387,2017-2018
11,Lichens and Mosses,8,Cropland,76425,68.7825,2017-2018
11,Lichens and Mosses,9,Wetland,3376,3.0384,2017-2018
11,Lichens and Mosses,11,Lichens and Mosses,904016,813.6144,2017-2018
11,Lichens and Mosses,12,Bareland,4154,3.7386,2017-2018
11,Lichens and Mosses,13,Built-up,8908,8.0172,2017-2018
11,Lichens and Mosses,15,Water,1358,1.2222,2017-2018
11,Lichens and Mosses,16,Permanent ice and snow,84,0.0756,2017-2018
11,Lichens and Mosses,20,Forest,14527,13.0743,2017-2018
12,Bareland,5,Shrubland,368783,331.9047,2017-2018
12,Bareland,7,Grassland,1476933,1329.2397,2017-2018
12,Bareland,8,Cropland,1862079,1675.8711,2017-2018
12,Bareland,9,Wetland,850670,765.603,2017-2018
12,Bareland,11,Lichens and Mosses,9953,8.9577,2017-2018
12,Bareland,12,Bareland,1198749462,1078874.5158,2017-2018
12,Bareland,13,Built-up,325214,292.6926,2017-2018
12,Bareland,15,Water,51974,46.7766,2017-2018
12,Bareland,16,Permanent ice and snow,4626,4.1634,2017-2018
12,Bareland,20,Forest,83631,75.2679,2017-2018
13,Built-up,5,Shrubland,904514,814.0626,2017-2018
13,Built-up,7,Grassland,721187,649.0683,2017-2018
13,Built-up,8,Cropland,5576405,5018.7645,2017-2018
13,Built-up,9,Wetland,96782,87.1038,2017-2018
13,Built-up,11,Lichens and Mosses,9983,8.9847,2017-2018
13,Built-up,12,Bareland,285797,257.2173,2017-2018
13,Built-up,13,Built-up,125592327,113033.0943,2017-2018
13,Built-up,15,Water,20901,18.8109,2017-2018
13,Built-up,16,Permanent ice and snow,1102,0.9918,2017-2018
13,Built-up,20,Forest,521379,469.2411,2017-2018
15,Water,5,Shrubland,39593,35.6337,2017-2018
15,Water,7,Grassland,4114,3.7026,2017-2018
15,Water,8,Cropland,31049,27.9441,2017-2018
15,Water,9,Wetland,1352225,1217.0025,2017-2018
15,Water,11,Lichens and Mosses,1274,1.1466,2017-2018
15,Water,12,Bareland,39169,35.2521,2017-2018
15,Water,13,Built-up,23411,21.0699,2017-2018
15,Water,15,Water,3927317552,3534585.7968,2017-2018
15,Water,16,Permanent ice and snow,17561,15.8049,2017-2018
15,Water,20,Forest,55844,50.2596,2017-2018
16,Permanent ice and snow,5,Shrubland,404,0.3636,2017-2018
16,Permanent ice and snow,7,Grassland,61,0.0549,2017-2018
16,Permanent ice and snow,8,Cropland,30,0.027,2017-2018
16,Permanent ice and snow,9,Wetland,9,0.0081,2017-2018
16,Permanent ice and snow,11,Lichens and Mosses,7,0.0063,2017-2018
16,Permanent ice and snow,12,Bareland,447,0.4023,2017-2018
16,Permanent ice and snow,13,Built-up,914,0.8226,2017-2018
16,Permanent ice and snow,15,Water,1625,1.4625,2017-2018
16,Permanent ice and snow,16,Permanent ice and snow,5250584,4725.5256,2017-2018
16,Permanent ice and snow,20,Forest,1022,0.9198,2017-2018
20,Forest,5,Shrubland,4379972,3941.9748,2017-2018
20,Forest,7,Grassland,1020306,918.2754,2017-2018
20,Forest,8,Cropland,7811317,7030.1853,2017-2018
20,Forest,9,Wetland,445978,401.3802,2017-2018
20,Forest,11,Lichens and Mosses,14036,12.6324,2017-2018
20,Forest,12,Bareland,82806,74.5254,2017-2018
20,Forest,13,Built-up,520301,468.2709,2017-2018
20,Forest,15,Water,47731,42.9579,2017-2018
20,Forest,16,Permanent ice and snow,6261,5.6349,2017-2018
20,Forest,20,Forest,1216889246,1095200.3214,2017-2018
5,Shrubland,5,Shrubland,510188957,459170.0613,2018-2019
5,Shrubland,7,Grassland,1438532,1294.6788,2018-2019
5,Shrubland,8,Cropland,6222716,5600.4444,2018-2019
5,Shrubland,9,Wetland,669274,602.3466,2018-2019
5,Shrubland,11,Lichens and Mosses,40814,36.7326,2018-2019
5,Shrubland,12,Bareland,270418,243.3762,2018-2019
5,Shrubland,13,Built-up,889516,800.5644,2018-2019
5,Shrubland,15,Water,43720,39.348,2018-2019
5,Shrubland,16,Permanent ice and snow,457,0.4113,2018-2019
5,Shrubland,20,Forest,3502978,3152.6802,2018-2019
7,Grassland,5,Shrubland,1415703,1274.1327,2018-2019
7,Grassland,7,Grassland,534860427,481374.3843,2018-2019
7,Grassland,8,Cropland,8665709,7799.1381,2018-2019
7,Grassland,9,Wetland,156482,140.8338,2018-2019
7,Grassland,11,Lichens and Mosses,29228,26.3052,2018-2019
7,Grassland,12,Bareland,975451,877.9059,2018-2019
7,Grassland,13,Built-up,769289,692.3601,2018-2019
7,Grassland,15,Water,7339,6.6051,2018-2019
7,Grassland,16,Permanent ice and snow,95,0.0855,2018-2019
7,Grassland,20,Forest,1072148,964.9332,2018-2019
8,Cropland,5,Shrubland,6996166,6296.5494,2018-2019
8,Cropland,7,Grassland,8482930,7634.637,2018-2019
8,Cropland,8,Cropland,1925124153,1732611.7377,2018-2019
8,Cropland,9,Wetland,814212,732.7908,2018-2019
8,Cropland,11,Lichens and Mosses,66162,59.5458,2018-2019
8,Cropland,12,Bareland,682958,614.6622,2018-2019
8,Cropland,13,Built-up,5238409,4714.5681,2018-2019
8,Cropland,15,Water,56549,50.8941,2018-2019
8,Cropland,16,Permanent ice and snow,45,0.0405,2018-2019
8,Cropland,20,Forest,6922163,6229.9467,2018-2019
9,Wetland,5,Shrubland,472245,425.0205,2018-2019
9,Wetland,7,Grassland,175017,157.5153,2018-2019
9,Wetland,8,Cropland,774319,696.8871,2018-2019
9,Wetland,9,Wetland,44623439,40161.0951,2018-2019
9,Wetland,11,Lichens and Mosses,1833,1.6497,2018-2019
9,Wetland,12,Bareland,1007620,906.858,2018-2019
9,Wetland,13,Built-up,96404,86.7636,2018-2019
9,Wetland,15,Water,1739243,1565.3187,2018-2019
9,Wetland,16,Permanent ice and snow,5,0.0045,2018-2019
9,Wetland,20,Forest,476016,428.4144,2018-2019
11,Lichens and Mosses,5,Shrubland,47952,43.1568,2018-2019
11,Lichens and Mosses,7,Grassland,29121,26.2089,2018-2019
11,Lichens and Mosses,8,Cropland,55860,50.274,2018-2019
11,Lichens and Mosses,9,Wetland,3615,3.2535,2018-2019
11,Lichens and Mosses,11,Lichens and Mosses,905324,814.7916,2018-2019
11,Lichens and Mosses,12,Bareland,11793,10.6137,2018-2019
11,Lichens and Mosses,13,Built-up,8024,7.2216,2018-2019
11,Lichens and Mosses,15,Water,2306,2.0754,2018-2019
11,Lichens and Mosses,16,Permanent ice and snow,8,0.0072,2018-2019
11,Lichens and Mosses,20,Forest,13447,12.1023,2018-2019
12,Bareland,5,Shrubland,297989,268.1901,2018-2019
12,Bareland,7,Grassland,658412,592.5708,2018-2019
12,Bareland,8,Cropland,1162401,1046.1609,2018-2019
12,Bareland,9,Wetland,1645178,1480.6602,2018-2019
12,Bareland,11,Lichens and Mosses,4820,4.338,2018-2019
12,Bareland,12,Bareland,1199083693,1079175.3237,2018-2019
12,Bareland,13,Built-up,305677,275.1093,2018-2019
12,Bareland,15,Water,66947,60.2523,2018-2019
12,Bareland,16,Permanent ice and snow,423,0.3807,2018-2019
12,Bareland,20,Forest,67295,60.5655,2018-2019
13,Built-up,5,Shrubland,878841,790.9569,2018-2019
13,Built-up,7,Grassland,732463,659.2167,2018-2019
13,Built-up,8,Cropland,5622967,5060.6703,2018-2019
13,Built-up,9,Wetland,87927,79.1343,2018-2019
13,Built-up,11,Lichens and Mosses,9318,8.3862,2018-2019
13,Built-up,12,Bareland,327718,294.9462,2018-2019
13,Built-up,13,Built-up,125533205,112979.8845,2018-2019
13,Built-up,15,Water,23629,21.2661,2018-2019
13,Built-up,16,Permanent ice and snow,883,0.7947,2018-2019
13,Built-up,20,Forest,558104,502.2936,2018-2019
15,Water,5,Shrubland,38201,34.3809,2018-2019
15,Water,7,Grassland,4054,3.6486,2018-2019
15,Water,8,Cropland,26169,23.5521,2018-2019
15,Water,9,Wetland,1438990,1295.091,2018-2019
15,Water,11,Lichens and Mosses,714,0.6426,2018-2019
15,Water,12,Bareland,52501,47.2509,2018-2019
15,Water,13,Built-up,22146,19.9314,2018-2019
15,Water,15,Water,3927063860,3534357.474,2018-2019
15,Water,16,Permanent ice and snow,1434,1.2906,2018-2019
15,Water,20,Forest,47914,43.1226,2018-2019
16,Permanent ice and snow,5,Shrubland,4989,4.4901,2018-2019
16,Permanent ice and snow,7,Grassland,1288,1.1592,2018-2019
16,Permanent ice and snow,8,Cropland,1082,0.9738,2018-2019
16,Permanent ice and snow,9,Wetland,13,0.0117,2018-2019
16,Permanent ice and snow,11,Lichens and Mosses,48,0.0432,2018-2019
16,Permanent ice and snow,12,Bareland,4642,4.1778,2018-2019
16,Permanent ice and snow,13,Built-up,733,0.6597,2018-2019
16,Permanent ice and snow,15,Water,10953,9.8577,2018-2019
16,Permanent ice and snow,16,Permanent ice and snow,5260058,4734.0522,2018-2019
16,Permanent ice and snow,20,Forest,7791,7.0119,2018-2019
20,Forest,5,Shrubland,3689030,3320.127,2018-2019
20,Forest,7,Grassland,941973,847.7757,2018-2019
20,Forest,8,Cropland,7449284,6704.3556,2018-2019
20,Forest,9,Wetland,450653,405.5877,2018-2019
20,Forest,11,Lichens and Mosses,16211,14.5899,2018-2019
20,Forest,12,Bareland,68422,61.5798,2018-2019
20,Forest,13,Built-up,472784,425.5056,2018-2019
20,Forest,15,Water,113990,102.591,2018-2019
20,Forest,16,Permanent ice and snow,742,0.6678,2018-2019
20,Forest,20,Forest,1216279141,1094651.2269,2018-2019
5,Shrubland,5,Shrubland,510495315,459445.7835,2019-2020
5,Shrubland,7,Grassland,1393392,1254.0528,2019-2020
5,Shrubland,8,Cropland,6487069,5838.3621,2019-2020
5,Shrubland,9,Wetland,419972,377.9748,2019-2020
5,Shrubland,11,Lichens and Mosses,45249,40.7241,2019-2020
5,Shrubland,12,Bareland,295403,265.8627,2019-2020
5,Shrubland,13,Built-up,853206,767.8854,2019-2020
5,Shrubland,15,Water,39646,35.6814,2019-2020
5,Shrubland,16,Permanent ice and snow,955,0.8595,2019-2020
5,Shrubland,20,Forest,3999864,3599.8776,2019-2020
7,Grassland,5,Shrubland,1538046,1384.2414,2019-2020
7,Grassland,7,Grassland,535250491,481725.4419,2019-2020
7,Grassland,8,Cropland,7781959,7003.7631,2019-2020
7,Grassland,9,Wetland,180003,162.0027,2019-2020
7,Grassland,11,Lichens and Mosses,35391,31.8519,2019-2020
7,Grassland,12,Bareland,851925,766.7325,2019-2020
7,Grassland,13,Built-up,718343,646.5087,2019-2020
7,Grassland,15,Water,7290,6.561,2019-2020
7,Grassland,16,Permanent ice and snow,355,0.3195,2019-2020
7,Grassland,20,Forest,960408,864.3672,2019-2020
8,Cropland,5,Shrubland,6803383,6123.0447,2019-2020
8,Cropland,7,Grassland,9430859,8487.7731,2019-2020
8,Cropland,8,Cropland,1925054743,1732549.2687,2019-2020
8,Cropland,9,Wetland,763146,686.8314,2019-2020
8,Cropland,11,Lichens and Mosses,66236,59.6124,2019-2020
8,Cropland,12,Bareland,908211,817.3899,2019-2020
8,Cropland,13,Built-up,5425595,4883.0355,2019-2020
8,Cropland,15,Water,56187,50.5683,2019-2020
8,Cropland,16,Permanent ice and snow,319,0.2871,2019-2020
8,Cropland,20,Forest,6595990,5936.391,2019-2020
9,Wetland,5,Shrubland,653833,588.4497,2019-2020
9,Wetland,7,Grassland,167556,150.8004,2019-2020
9,Wetland,8,Cropland,837930,754.137,2019-2020
9,Wetland,9,Wetland,44895294,40405.7646,2019-2020
9,Wetland,11,Lichens and Mosses,1974,1.7766,2019-2020
9,Wetland,12,Bareland,1478077,1330.2693,2019-2020
9,Wetland,13,Built-up,87421,78.6789,2019-2020
9,Wetland,15,Water,1273470,1146.123,2019-2020
9,Wetland,16,Permanent ice and snow,5,0.0045,2019-2020
9,Wetland,20,Forest,494232,444.8088,2019-2020
11,Lichens and Mosses,5,Shrubland,38011,34.2099,2019-2020
11,Lichens and Mosses,7,Grassland,27350,24.615,2019-2020
11,Lichens and Mosses,8,Cropland,53123,47.8107,2019-2020
11,Lichens and Mosses,9,Wetland,1559,1.4031,2019-2020
11,Lichens and Mosses,11,Lichens and Mosses,924817,832.3353,2019-2020
11,Lichens and Mosses,12,Bareland,2848,2.5632,2019-2020
11,Lichens and Mosses,13,Built-up,9771,8.7939,2019-2020
11,Lichens and Mosses,15,Water,2445,2.2005,2019-2020
11,Lichens and Mosses,16,Permanent ice and snow,5,0.0045,2019-2020
11,Lichens and Mosses,20,Forest,14544,13.0896,2019-2020
12,Bareland,5,Shrubland,273524,246.1716,2019-2020
12,Bareland,7,Grassland,479674,431.7066,2019-2020
12,Bareland,8,Cropland,1460778,1314.7002,2019-2020
12,Bareland,9,Wetland,1107052,996.3468,2019-2020
12,Bareland,11,Lichens and Mosses,4687,4.2183,2019-2020
12,Bareland,12,Bareland,1198723472,1078851.1248,2019-2020
12,Bareland,13,Built-up,312162,280.9458,2019-2020
12,Bareland,15,Water,68898,62.0082,2019-2020
12,Bareland,16,Permanent ice and snow,1643,1.4787,2019-2020
12,Bareland,20,Forest,53286,47.9574,2019-2020
13,Built-up,5,Shrubland,956022,860.4198,2019-2020
13,Built-up,7,Grassland,756919,681.2271,2019-2020
13,Built-up,8,Cropland,5413018,4871.7162,2019-2020
13,Built-up,9,Wetland,106031,95.4279,2019-2020
13,Built-up,11,Lichens and Mosses,8118,7.3062,2019-2020
13,Built-up,12,Bareland,323224,290.9016,2019-2020
13,Built-up,13,Built-up,125238790,112714.911,2019-2020
13,Built-up,15,Water,24036,21.6324,2019-2020
13,Built-up,16,Permanent ice and snow,1147,1.0323,2019-2020
13,Built-up,20,Forest,508893,458.0037,2019-2020
15,Water,5,Shrubland,43319,38.9871,2019-2020
15,Water,7,Grassland,3880,3.492,2019-2020
15,Water,8,Cropland,35022,31.5198,2019-2020
15,Water,9,Wetland,1469451,1322.5059,2019-2020
15,Water,11,Lichens and Mosses,278,0.2502,2019-2020
15,Water,12,Bareland,54183,48.7647,2019-2020
15,Water,13,Built-up,22740,20.466,2019-2020
15,Water,15,Water,3927446859,3534702.1731,2019-2020
15,Water,16,Permanent ice and snow,3445,3.1005,2019-2020
15,Water,20,Forest,49359,44.4231,2019-2020
16,Permanent ice and snow,5,Shrubland,8191,7.3719,2019-2020
16,Permanent ice and snow,7,Grassland,1842,1.6578,2019-2020
16,Permanent ice and snow,8,Cropland,920,0.828,2019-2020
16,Permanent ice and snow,9,Wetland,17,0.0153,2019-2020
16,Permanent ice and snow,11,Lichens and Mosses,106,0.0954,2019-2020
16,Permanent ice and snow,12,Bareland,5654,5.0886,2019-2020
16,Permanent ice and snow,13,Built-up,1486,1.3374,2019-2020
16,Permanent ice and snow,15,Water,14657,13.1913,2019-2020
16,Permanent ice and snow,16,Permanent ice and snow,5224856,4702.3704,2019-2020
16,Permanent ice and snow,20,Forest,6421,5.7789,2019-2020
20,Forest,5,Shrubland,3745735,3371.1615,2019-2020
20,Forest,7,Grassland,905215,814.6935,2019-2020
20,Forest,8,Cropland,7458483,6712.6347,2019-2020
20,Forest,9,Wetland,443165,398.8485,2019-2020
20,Forest,11,Lichens and Mosses,15487,13.9383,2019-2020
20,Forest,12,Bareland,70374,63.3366,2019-2020
20,Forest,13,Built-up,502942,452.6478,2019-2020
20,Forest,15,Water,97620,87.858,2019-2020
20,Forest,16,Permanent ice and snow,2630,2.367,2019-2020
20,Forest,20,Forest,1215705342,1094134.8078,2019-2020
5,Shrubland,5,Shrubland,510724647,459652.1823,2020-2021
5,Shrubland,7,Grassland,1349985,1214.9865,2020-2021
5,Shrubland,8,Cropland,7099195,6389.2755,2020-2021
5,Shrubland,9,Wetland,517872,466.0848,2020-2021
5,Shrubland,11,Lichens and Mosses,34732,31.2588,2020-2021
5,Shrubland,12,Bareland,382110,343.899,2020-2021
5,Shrubland,13,Built-up,871499,784.3491,2020-2021
5,Shrubland,15,Water,33238,29.9142,2020-2021
5,Shrubland,16,Permanent ice and snow,1675,1.5075,2020-2021
5,Shrubland,20,Forest,3540433,3186.3897,2020-2021
7,Grassland,5,Shrubland,1664275,1497.8475,2020-2021
7,Grassland,7,Grassland,536179507,482561.5563,2020-2021
7,Grassland,8,Cropland,7520756,6768.6804,2020-2021
7,Grassland,9,Wetland,190979,171.8811,2020-2021
7,Grassland,11,Lichens and Mosses,34018,30.6162,2020-2021
7,Grassland,12,Bareland,1036016,932.4144,2020-2021
7,Grassland,13,Built-up,720214,648.1926,2020-2021
7,Grassland,15,Water,10747,9.6723,2020-2021
7,Grassland,16,Permanent ice and snow,549,0.4941,2020-2021
7,Grassland,20,Forest,1060115,954.1035,2020-2021
8,Cropland,5,Shrubland,6588051,5929.2459,2020-2021
8,Cropland,7,Grassland,9852018,8866.8162,2020-2021
8,Cropland,8,Cropland,1922955214,1730659.6926,2020-2021
8,Cropland,9,Wetland,754406,678.9654,2020-2021
8,Cropland,11,Lichens and Mosses,56749,51.0741,2020-2021
8,Cropland,12,Bareland,1808195,1627.3755,2020-2021
8,Cropland,13,Built-up,5399464,4859.5176,2020-2021
8,Cropland,15,Water,74481,67.0329,2020-2021
8,Cropland,16,Permanent ice and snow,200,0.18,2020-2021
8,Cropland,20,Forest,7094268,6384.8412,2020-2021
9,Wetland,5,Shrubland,662298,596.0682,2020-2021
9,Wetland,7,Grassland,201323,181.1907,2020-2021
9,Wetland,8,Cropland,1083499,975.1491,2020-2021
9,Wetland,9,Wetland,44033208,39629.8872,2020-2021
9,Wetland,11,Lichens and Mosses,2621,2.3589,2020-2021
9,Wetland,12,Bareland,1660107,1494.0963,2020-2021
9,Wetland,13,Built-up,109204,98.2836,2020-2021
9,Wetland,15,Water,1140389,1026.3501,2020-2021
9,Wetland,16,Permanent ice and snow,5,0.0045,2020-2021
9,Wetland,20,Forest,493033,443.7297,2020-2021
11,Lichens and Mosses,5,Shrubland,43672,39.3048,2020-2021
11,Lichens and Mosses,7,Grassland,30258,27.2322,2020-2021
11,Lichens and Mosses,8,Cropland,62341,56.1069,2020-2021
11,Lichens and Mosses,9,Wetland,1517,1.3653,2020-2021
11,Lichens and Mosses,11,Lichens and Mosses,936497,842.8473,2020-2021
11,Lichens and Mosses,12,Bareland,5122,4.6098,2020-2021
11,Lichens and Mosses,13,Built-up,7409,6.6681,2020-2021
11,Lichens and Mosses,15,Water,1255,1.1295,2020-2021
11,Lichens and Mosses,16,Permanent ice and snow,30,0.027,2020-2021
11,Lichens and Mosses,20,Forest,14239,12.8151,2020-2021
12,Bareland,5,Shrubland,248447,223.6023,2020-2021
12,Bareland,7,Grassland,491142,442.0278,2020-2021
12,Bareland,8,Cropland,650694,585.6246,2020-2021
12,Bareland,9,Wetland,1247904,1123.1136,2020-2021
12,Bareland,11,Lichens and Mosses,1679,1.5111,2020-2021
12,Bareland,12,Bareland,1199670291,1079703.2619,2020-2021
12,Bareland,13,Built-up,310677,279.6093,2020-2021
12,Bareland,15,Water,45720,41.148,2020-2021
12,Bareland,16,Permanent ice and snow,1298,1.1682,2020-2021
12,Bareland,20,Forest,45517,40.9653,2020-2021
13,Built-up,5,Shrubland,987702,888.9318,2020-2021
13,Built-up,7,Grassland,767516,690.7644,2020-2021
13,Built-up,8,Cropland,5875809,5288.2281,2020-2021
13,Built-up,9,Wetland,85149,76.6341,2020-2021
13,Built-up,11,Lichens and Mosses,9068,8.1612,2020-2021
13,Built-up,12,Bareland,321052,288.9468,2020-2021
13,Built-up,13,Built-up,124578237,112120.4133,2020-2021
13,Built-up,15,Water,26837,24.1533,2020-2021
13,Built-up,16,Permanent ice and snow,991,0.8919,2020-2021
13,Built-up,20,Forest,520087,468.0783,2020-2021
15,Water,5,Shrubland,50436,45.3924,2020-2021
15,Water,7,Grassland,3773,3.3957,2020-2021
15,Water,8,Cropland,35167,31.6503,2020-2021
15,Water,9,Wetland,1766082,1589.4738,2020-2021
