Year,Class,Area_km2,pct,count
2013,Cropland,1754505.7146,20.35643055450971,19494507940.0
2013,Wetland,44104.6566,0.5117186976008715,490051740.0
2013,Lichens and Mosses,982.5948,0.01140043183842381,10917720.0
2013,Bareland,1084531.3488,12.58313774775547,12050348320.0
2013,Built-up,117293.6178,1.3608843592608406,1303262420.0
2013,Water,3536991.5463,41.037496877323576,39299906070.0
2013,Permanent ice and snow,4735.5381,0.05494348161348807,52617090.0
2013,Forest,1112690.6073,12.90985198148621,12363228970.0
2014,Shrubland,467200.4256,5.42063384991651,5191115840.0
2014,Grassland,493761.2697,5.7288026843646245,5486236330.0
2014,Cropland,1756375.2099,20.378121239318826,19515280110.0
2014,Wetland,44731.0665,0.5189865418067086,497011850.0
2014,Lichens and Mosses,979.9938,0.011370254122020881,10888820.0
2014,Bareland,1084176.684,12.579022857338412,12046407599.999998
2014,Built-up,117808.452,1.366857664774919,1308982800.0
2014,Water,3537008.1162,41.037689333181866,39300090180.0
2014,Permanent ice and snow,4747.8294,0.05508609014261307,52753660.0
2014,Forest,1112137.0515,12.903429485033502,12357078350.0
2015,Shrubland,468686.7153,5.437878329100371,5207630170.0
2015,Grassland,494867.52,5.741637803967099,5498528000.0
2015,Cropland,1753457.5215,20.344269094675788,19482861350.0
2015,Wetland,44782.1388,0.5195791008401235,497579320.0
2015,Lichens and Mosses,999.8019,0.011600075077705914,11108910.0
2015,Bareland,1084817.7558,12.586460790791095,12053530619.999998
2015,Built-up,118367.5491,1.3733445158726354,1315194990.0
2015,Water,3536764.929,41.03486771589174,39297388100.0
2015,Permanent ice and snow,4735.5057,0.05494310588017915,52616730.0
2015,Forest,1111446.6759,12.895419467903263,12349407510.0
2016,Shrubland,468519.4341,5.435937486598334,5205771490.0
2016,Grassland,496625.2344,5.762031480404806,5518058160.0
2016,Cropland,1752659.3043,20.335007942159823,19473992270.0
2016,Wetland,45008.8074,0.5222089961811992,500097860.0
2016,Lichens and Mosses,970.2603,0.011257322434574642,10780670.0
2016,Bareland,1084695.1713,12.585038557746076,12052168570.0
2016,Built-up,119552.6169,1.3870941193208437,1328362410.0
2016,Water,3536315.6643,41.02965530328523,39292396270.0
2016,Permanent ice and snow,4710.3633,0.054651394529990606,52337370.0
2016,Forest,1109869.2306,12.877117397339122,12331880340.0
2017,Shrubland,469242.216,5.444323481288336,5213802400.0
2017,Grassland,495430.8885,5.7481742427371305,5504787650.0
2017,Cropland,1755416.5803,20.36699892230106,19504628670.0
2017,Wetland,45266.3433,0.5251970247712089,502959370.0
2017,Lichens and Mosses,988.2666,0.01146623827245967,10980740.0
2017,Bareland,1083404.9997,12.570069525909606,12037833330.0
2017,Built-up,120357.3987,1.3964315007181543,1337304430.0
