From,To,Count,Area_km2,Period,From_label,To_label
13,5,370,33.3,2015-2016,Built-up,Shrubland
13,7,391,35.19,2015-2016,Built-up,Grassland
13,8,8772,789.48,2015-2016,Built-up,Cropland
13,9,7,0.63,2015-2016,Built-up,Wetland
13,11,58,5.22,2015-2016,Built-up,Lichens and mosses
13,12,6,0.54,2015-2016,Built-up,Bareland
13,13,162316,14608.439999999999,2015-2016,Built-up,Built-up
13,15,1,0.09,2015-2016,Built-up,Water
13,20,287,25.83,2015-2016,Built-up,Forest
15,5,2,0.18,2015-2016,Water,Shrubland
15,8,2,0.18,2015-2016,Water,Cropland
15,9,391,35.19,2015-2016,Water,Wetland
15,12,3,0.27,2015-2016,Water,Bareland
15,13,1,0.09,2015-2016,Water,Built-up
15,15,5745,517.05,2015-2016,Water,Water
15,20,21,1.89,2015-2016,Water,Forest
20,5,2780,250.2,2015-2016,Forest,Shrubland
20,7,3382,304.38,2015-2016,Forest,Grassland
20,8,11761,1058.49,2015-2016,Forest,Cropland
20,9,66,5.9399999999999995,2015-2016,Forest,Wetland
20,11,2,0.18,2015-2016,Forest,Lichens and mosses
20,12,3,0.27,2015-2016,Forest,Bareland
20,13,212,19.08,2015-2016,Forest,Built-up
20,15,12,1.08,2015-2016,Forest,Water
20,20,2275917,204832.53,2015-2016,Forest,Forest
5,5,38750,3487.5,2016-2017,Shrubland,Shrubland
5,7,845,76.05,2016-2017,Shrubland,Grassland
5,8,1727,155.43,2016-2017,Shrubland,Cropland
5,9,9,0.8099999999999999,2016-2017,Shrubland,Wetland
5,11,22,1.98,2016-2017,Shrubland,Lichens and mosses
5,12,14,1.26,2016-2017,Shrubland,Bareland
5,13,429,38.61,2016-2017,Shrubland,Built-up
5,20,1839,165.51,2016-2017,Shrubland,Forest
7,5,1153,103.77,2016-2017,Grassland,Shrubland
7,7,291966,26276.94,2016-2017,Grassland,Grassland
7,8,6371,573.39,2016-2017,Grassland,Cropland
7,11,40,3.5999999999999996,2016-2017,Grassland,Lichens and mosses
7,13,277,24.93,2016-2017,Grassland,Built-up
7,20,3214,289.26,2016-2017,Grassland,Forest
8,5,2222,199.98,2016-2017,Cropland,Shrubland
8,7,6523,587.0699999999999,2016-2017,Cropland,Grassland
8,8,1758173,158235.57,2016-2017,Cropland,Cropland
8,9,60,5.3999999999999995,2016-2017,Cropland,Wetland
8,11,48,4.32,2016-2017,Cropland,Lichens and mosses
8,12,9,0.8099999999999999,2016-2017,Cropland,Bareland
8,13,7559,680.31,2016-2017,Cropland,Built-up
8,15,2,0.18,2016-2017,Cropland,Water
8,20,9130,821.6999999999999,2016-2017,Cropland,Forest
9,5,27,2.4299999999999997,2016-2017,Wetland,Shrubland
9,7,3,0.27,2016-2017,Wetland,Grassland
9,8,155,13.95,2016-2017,Wetland,Cropland
9,9,3013,271.17,2016-2017,Wetland,Wetland
9,12,8,0.72,2016-2017,Wetland,Bareland
9,13,11,0.99,2016-2017,Wetland,Built-up
9,15,142,12.78,2016-2017,Wetland,Water
9,20,156,14.04,2016-2017,Wetland,Forest
11,5,11,0.99,2016-2017,Lichens and mosses,Shrubland
11,7,33,2.9699999999999998,2016-2017,Lichens and mosses,Grassland
11,8,45,4.05,2016-2017,Lichens and mosses,Cropland
11,11,768,69.12,2016-2017,Lichens and mosses,Lichens and mosses
11,12,13,1.17,2016-2017,Lichens and mosses,Bareland
11,13,55,4.95,2016-2017,Lichens and mosses,Built-up
11,20,13,1.17,2016-2017,Lichens and mosses,Forest
12,5,2,0.18,2016-2017,Bareland,Shrubland
12,8,2,0.18,2016-2017,Bareland,Cropland
12,9,2,0.18,2016-2017,Bareland,Wetland
12,12,278,25.02,2016-2017,Bareland,Bareland
12,13,10,0.8999999999999999,2016-2017,Bareland,Built-up
12,15,1,0.09,2016-2017,Bareland,Water
12,20,5,0.44999999999999996,2016-2017,Bareland,Forest
13,5,373,33.57,2016-2017,Built-up,Shrubland
13,7,470,42.3,2016-2017,Built-up,Grassland
13,8,7605,684.4499999999999,2016-2017,Built-up,Cropland
13,9,4,0.36,2016-2017,Built-up,Wetland
13,11,64,5.76,2016-2017,Built-up,Lichens and mosses
13,12,5,0.44999999999999996,2016-2017,Built-up,Bareland
13,13,161771,14559.39,2016-2017,Built-up,Built-up
13,20,227,20.43,2016-2017,Built-up,Forest
15,5,1,0.09,2016-2017,Water,Shrubland
15,8,3,0.27,2016-2017,Water,Cropland
15,9,39,3.51,2016-2017,Water,Wetland
15,12,4,0.36,2016-2017,Water,Bareland
15,13,1,0.09,2016-2017,Water,Built-up
15,15,5771,519.39,2016-2017,Water,Water
15,20,1,0.09,2016-2017,Water,Forest
20,5,1673,150.57,2016-2017,Forest,Shrubland
20,7,2017,181.53,2016-2017,Forest,Grassland
20,8,7131,641.79,2016-2017,Forest,Cropland
20,9,144,12.959999999999999,2016-2017,Forest,Wetland
20,11,4,0.36,2016-2017,Forest,Lichens and mosses
20,12,3,0.27,2016-2017,Forest,Bareland
20,13,228,20.52,2016-2017,Forest,Built-up
20,15,5,0.44999999999999996,2016-2017,Forest,Water
20,20,2281867,205368.03,2016-2017,Forest,Forest
5,5,39892,3590.2799999999997,2017-2018,Shrubland,Shrubland
5,7,985,88.64999999999999,2017-2018,Shrubland,Grassland
5,8,1240,111.6,2017-2018,Shrubland,Cropland
5,9,13,1.17,2017-2018,Shrubland,Wetland
5,11,21,1.89,2017-2018,Shrubland,Lichens and mosses
5,13,386,34.74,2017-2018,Shrubland,Built-up
5,20,1675,150.75,2017-2018,Shrubland,Forest
7,5,1550,139.5,2017-2018,Grassland,Shrubland
7,7,290464,26141.76,2017-2018,Grassland,Grassland
7,8,5937,534.3299999999999,2017-2018,Grassland,Cropland
7,9,1,0.09,2017-2018,Grassland,Wetland
7,11,29,2.61,2017-2018,Grassland,Lichens and mosses
7,13,629,56.61,2017-2018,Grassland,Built-up
7,20,3247,292.22999999999996,2017-2018,Grassland,Forest
8,5,4976,447.84,2017-2018,Cropland,Shrubland
8,7,8310,747.9,2017-2018,Cropland,Grassland
8,8,1749637,157467.33,2017-2018,Cropland,Cropland
8,9,40,3.5999999999999996,2017-2018,Cropland,Wetland
8,11,77,6.93,2017-2018,Cropland,Lichens and mosses
8,12,8,0.72,2017-2018,Cropland,Bareland
8,13,7323,659.0699999999999,2017-2018,Cropland,Built-up
8,20,10841,975.6899999999999,2017-2018,Cropland,Forest
9,5,18,1.6199999999999999,2017-2018,Wetland,Shrubland
9,8,52,4.68,2017-2018,Wetland,Cropland
9,9,2869,258.21,2017-2018,Wetland,Wetland
9,13,3,0.27,2017-2018,Wetland,Built-up
9,15,194,17.46,2017-2018,Wetland,Water
9,20,135,12.15,2017-2018,Wetland,Forest
11,5,33,2.9699999999999998,2017-2018,Lichens and mosses,Shrubland
11,7,15,1.3499999999999999,2017-2018,Lichens and mosses,Grassland
11,8,43,3.8699999999999997,2017-2018,Lichens and mosses,Cropland
11,11,775,69.75,2017-2018,Lichens and mosses,Lichens and mosses
11,13,75,6.75,2017-2018,Lichens and mosses,Built-up
11,20,5,0.44999999999999996,2017-2018,Lichens and mosses,Forest
12,5,9,0.8099999999999999,2017-2018,Bareland,Shrubland
12,7,1,0.09,2017-2018,Bareland,Grassland
12,8,5,0.44999999999999996,2017-2018,Bareland,Cropland
12,9,5,0.44999999999999996,2017-2018,Bareland,Wetland
12,12,300,27.0,2017-2018,Bareland,Bareland
12,13,5,0.44999999999999996,2017-2018,Bareland,Built-up
12,15,7,0.63,2017-2018,Bareland,Water
12,20,2,0.18,2017-2018,Bareland,Forest
13,5,507,45.629999999999995,2017-2018,Built-up,Shrubland
13,7,221,19.89,2017-2018,Built-up,Grassland
13,8,9521,856.89,2017-2018,Built-up,Cropland
13,9,3,0.27,2017-2018,Built-up,Wetland
13,11,64,5.76,2017-2018,Built-up,Lichens and mosses
13,12,9,0.8099999999999999,2017-2018,Built-up,Bareland
13,13,159695,14372.55,2017-2018,Built-up,Built-up
13,15,2,0.18,2017-2018,Built-up,Water
13,20,319,28.709999999999997,2017-2018,Built-up,Forest
15,8,2,0.18,2017-2018,Water,Cropland
15,9,24,2.16,2017-2018,Water,Wetland
15,12,3,0.27,2017-2018,Water,Bareland
15,13,1,0.09,2017-2018,Water,Built-up
15,15,5886,529.74,2017-2018,Water,Water
15,20,5,0.44999999999999996,2017-2018,Water,Forest
20,5,3400,306.0,2017-2018,Forest,Shrubland
20,7,2448,220.32,2017-2018,Forest,Grassland
20,8,7806,702.54,2017-2018,Forest,Cropland
20,9,102,9.18,2017-2018,Forest,Wetland
20,11,5,0.44999999999999996,2017-2018,Forest,Lichens and mosses
20,12,9,0.8099999999999999,2017-2018,Forest,Bareland
20,13,228,20.52,2017-2018,Forest,Built-up
20,15,8,0.72,2017-2018,Forest,Water
20,20,2282446,205420.13999999998,2017-2018,Forest,Forest
5,5,44079,3967.1099999999997,2018-2019,Shrubland,Shrubland
5,7,1010,90.89999999999999,2018-2019,Shrubland,Grassland
5,8,2179,196.10999999999999,2018-2019,Shrubland,Cropland
5,9,21,1.89,2018-2019,Shrubland,Wetland
5,11,59,5.31,2018-2019,Shrubland,Lichens and mosses
5,12,9,0.8099999999999999,2018-2019,Shrubland,Bareland
5,13,318,28.619999999999997,2018-2019,Shrubland,Built-up
5,15,1,0.09,2018-2019,Shrubland,Water
5,20,2709,243.81,2018-2019,Shrubland,Forest
7,5,2237,201.32999999999998,2018-2019,Grassland,Shrubland
7,7,287417,25867.53,2018-2019,Grassland,Grassland
7,8,8429,758.61,2018-2019,Grassland,Cropland
7,9,2,0.18,2018-2019,Grassland,Wetland
7,11,44,3.96,2018-2019,Grassland,Lichens and mosses
7,13,265,23.849999999999998,2018-2019,Grassland,Built-up
7,20,4050,364.5,2018-2019,Grassland,Forest
8,5,3851,346.59,2018-2019,Cropland,Shrubland
8,7,7284,655.56,2018-2019,Cropland,Grassland
8,8,1742788,156850.91999999998,2018-2019,Cropland,Cropland
8,9,62,5.58,2018-2019,Cropland,Wetland
8,11,81,7.29,2018-2019,Cropland,Lichens and mosses
8,12,8,0.72,2018-2019,Cropland,Bareland
8,13,7341,660.6899999999999,2018-2019,Cropland,Built-up
8,15,13,1.17,2018-2019,Cropland,Water
8,20,12815,1153.35,2018-2019,Cropland,Forest
9,5,23,2.07,2018-2019,Wetland,Shrubland
9,7,1,0.09,2018-2019,Wetland,Grassland
9,8,108,9.719999999999999,2018-2019,Wetland,Cropland
9,9,2449,220.41,2018-2019,Wetland,Wetland
9,11,1,0.09,2018-2019,Wetland,Lichens and mosses
9,12,1,0.09,2018-2019,Wetland,Bareland
9,13,7,0.63,2018-2019,Wetland,Built-up
9,15,302,27.18,2018-2019,Wetland,Water
9,20,165,14.85,2018-2019,Wetland,Forest
11,5,38,3.42,2018-2019,Lichens and mosses,Shrubland
11,7,57,5.13,2018-2019,Lichens and mosses,Grassland
11,8,44,3.96,2018-2019,Lichens and mosses,Cropland
11,11,769,69.21,2018-2019,Lichens and mosses,Lichens and mosses
11,13,52,4.68,2018-2019,Lichens and mosses,Built-up
11,20,11,0.99,2018-2019,Lichens and mosses,Forest
12,5,9,0.8099999999999999,2018-2019,Bareland,Shrubland
12,8,7,0.63,2018-2019,Bareland,Cropland
12,9,1,0.09,2018-2019,Bareland,Wetland
12,12,288,25.919999999999998,2018-2019,Bareland,Bareland
12,13,4,0.36,2018-2019,Bareland,Built-up
12,15,13,1.17,2018-2019,Bareland,Water
12,20,7,0.63,2018-2019,Bareland,Forest
13,5,694,62.46,2018-2019,Built-up,Shrubland
13,7,423,38.07,2018-2019,Built-up,Grassland
13,8,8649,778.41,2018-2019,Built-up,Cropland
13,11,85,7.6499999999999995,2018-2019,Built-up,Lichens and mosses
13,12,4,0.36,2018-2019,Built-up,Bareland
13,13,158204,14238.359999999999,2018-2019,Built-up,Built-up
13,20,286,25.74,2018-2019,Built-up,Forest
15,8,3,0.27,2018-2019,Water,Cropland
15,9,38,3.42,2018-2019,Water,Wetland
15,12,1,0.09,2018-2019,Water,Bareland
15,13,2,0.18,2018-2019,Water,Built-up
15,15,6044,543.96,2018-2019,Water,Water
15,20,9,0.8099999999999999,2018-2019,Water,Forest
20,5,3422,307.97999999999996,2018-2019,Forest,Shrubland
20,7,2656,239.04,2018-2019,Forest,Grassland
20,8,8297,746.73,2018-2019,Forest,Cropland
20,9,113,10.17,2018-2019,Forest,Wetland
20,11,12,1.08,2018-2019,Forest,Lichens and mosses
20,12,3,0.27,2018-2019,Forest,Bareland
20,13,183,16.47,2018-2019,Forest,Built-up
20,15,45,4.05,2018-2019,Forest,Water
20,20,2283944,205554.96,2018-2019,Forest,Forest
5,5,46961,4226.49,2019-2020,Shrubland,Shrubland
5,7,1482,133.38,2019-2020,Shrubland,Grassland
5,8,3093,278.37,2019-2020,Shrubland,Cropland
5,9,24,2.16,2019-2020,Shrubland,Wetland
5,11,32,2.88,2019-2020,Shrubland,Lichens and mosses
5,12,1,0.09,2019-2020,Shrubland,Bareland
5,13,627,56.43,2019-2020,Shrubland,Built-up
5,15,1,0.09,2019-2020,Shrubland,Water
5,20,2132,191.88,2019-2020,Shrubland,Forest
7,5,976,87.84,2019-2020,Grassland,Shrubland
7,7,287667,25890.03,2019-2020,Grassland,Grassland
7,8,7482,673.38,2019-2020,Grassland,Cropland
7,11,53,4.77,2019-2020,Grassland,Lichens and mosses
7,13,315,28.349999999999998,2019-2020,Grassland,Built-up
7,20,2355,211.95,2019-2020,Grassland,Forest
8,5,2216,199.44,2019-2020,Cropland,Shrubland
8,7,6771,609.39,2019-2020,Cropland,Grassland
8,8,1745472,157092.47999999998,2019-2020,Cropland,Cropland
8,9,112,10.08,2019-2020,Cropland,Wetland
8,11,45,4.05,2019-2020,Cropland,Lichens and mosses
8,12,7,0.63,2019-2020,Cropland,Bareland
8,13,7260,653.4,2019-2020,Cropland,Built-up
8,15,4,0.36,2019-2020,Cropland,Water
8,20,8617,775.53,2019-2020,Cropland,Forest
9,5,14,1.26,2019-2020,Wetland,Shrubland
9,8,66,5.9399999999999995,2019-2020,Wetland,Cropland
9,9,2462,221.57999999999998,2019-2020,Wetland,Wetland
9,12,3,0.27,2019-2020,Wetland,Bareland
9,13,1,0.09,2019-2020,Wetland,Built-up
9,15,44,3.96,2019-2020,Wetland,Water
9,20,96,8.64,2019-2020,Wetland,Forest
11,5,60,5.3999999999999995,2019-2020,Lichens and mosses,Shrubland
11,7,46,4.14,2019-2020,Lichens and mosses,Grassland
11,8,83,7.47,2019-2020,Lichens and mosses,Cropland
11,11,750,67.5,2019-2020,Lichens and mosses,Lichens and mosses
11,12,1,0.09,2019-2020,Lichens and mosses,Bareland
11,13,101,9.09,2019-2020,Lichens and mosses,Built-up
11,20,10,0.8999999999999999,2019-2020,Lichens and mosses,Forest
12,5,13,1.17,2019-2020,Bareland,Shrubland
12,8,11,0.99,2019-2020,Bareland,Cropland
12,12,265,23.849999999999998,2019-2020,Bareland,Bareland
12,13,8,0.72,2019-2020,Bareland,Built-up
12,15,12,1.08,2019-2020,Bareland,Water
12,20,5,0.44999999999999996,2019-2020,Bareland,Forest
13,5,486,43.739999999999995,2019-2020,Built-up,Shrubland
13,7,209,18.81,2019-2020,Built-up,Grassland
13,8,7781,700.29,2019-2020,Built-up,Cropland
13,9,14,1.26,2019-2020,Built-up,Wetland
13,11,72,6.4799999999999995,2019-2020,Built-up,Lichens and mosses
13,12,11,0.99,2019-2020,Built-up,Bareland
13,13,157564,14180.76,2019-2020,Built-up,Built-up
13,20,239,21.509999999999998,2019-2020,Built-up,Forest
15,8,6,0.54,2019-2020,Water,Cropland
15,9,451,40.589999999999996,2019-2020,Water,Wetland
15,12,4,0.36,2019-2020,Water,Bareland
15,15,5940,534.6,2019-2020,Water,Water
15,20,17,1.53,2019-2020,Water,Forest
20,5,2596,233.64,2019-2020,Forest,Shrubland
20,7,3080,277.2,2019-2020,Forest,Grassland
20,8,10432,938.88,2019-2020,Forest,Cropland
20,9,175,15.75,2019-2020,Forest,Wetland
20,11,10,0.8999999999999999,2019-2020,Forest,Lichens and mosses
20,13,229,20.61,2019-2020,Forest,Built-up
20,15,17,1.53,2019-2020,Forest,Water
20,20,2287457,205871.13,2019-2020,Forest,Forest
5,5,45130,4061.7,2020-2021,Shrubland,Shrubland
5,7,1393,125.36999999999999,2020-2021,Shrubland,Grassland
5,8,3658,329.21999999999997,2020-2021,Shrubland,Cropland
5,9,33,2.9699999999999998,2020-2021,Shrubland,Wetland
5,11,20,1.7999999999999998,2020-2021,Shrubland,Lichens and mosses
5,12,3,0.27,2020-2021,Shrubland,Bareland
5,13,410,36.9,2020-2021,Shrubland,Built-up
5,20,2675,240.75,2020-2021,Shrubland,Forest
7,5,1245,112.05,2020-2021,Grassland,Shrubland
7,7,283855,25546.95,2020-2021,Grassland,Grassland
7,8,10926,983.3399999999999,2020-2021,Grassland,Cropland
7,11,32,2.88,2020-2021,Grassland,Lichens and mosses
7,13,201,18.09,2020-2021,Grassland,Built-up
7,20,2996,269.64,2020-2021,Grassland,Forest
8,5,2458,221.22,2020-2021,Cropland,Shrubland
8,7,8021,721.89,2020-2021,Cropland,Grassland
8,8,1745717,157114.53,2020-2021,Cropland,Cropland
8,9,80,7.199999999999999,2020-2021,Cropland,Wetland
8,11,25,2.25,2020-2021,Cropland,Lichens and mosses
8,12,6,0.54,2020-2021,Cropland,Bareland
8,13,7832,704.88,2020-2021,Cropland,Built-up
8,15,6,0.54,2020-2021,Cropland,Water
8,20,10281,925.29,2020-2021,Cropland,Forest
9,5,28,2.52,2020-2021,Wetland,Shrubland
9,8,125,11.25,2020-2021,Wetland,Cropland
9,9,2705,243.45,2020-2021,Wetland,Wetland
9,12,8,0.72,2020-2021,Wetland,Bareland
9,13,6,0.54,2020-2021,Wetland,Built-up
9,15,47,4.2299999999999995,2020-2021,Wetland,Water
9,20,319,28.709999999999997,2020-2021,Wetland,Forest
11,5,34,3.06,2020-2021,Lichens and mosses,Shrubland
11,7,41,3.69,2020-2021,Lichens and mosses,Grassland
11,8,94,8.459999999999999,2020-2021,Lichens and mosses,Cropland
11,11,724,65.16,2020-2021,Lichens and mosses,Lichens and mosses
11,12,2,0.18,2020-2021,Lichens and mosses,Bareland
11,13,57,5.13,2020-2021,Lichens and mosses,Built-up
11,20,10,0.8999999999999999,2020-2021,Lichens and mosses,Forest
12,5,17,1.53,2020-2021,Bareland,Shrubland
12,7,1,0.09,2020-2021,Bareland,Grassland
12,8,7,0.63,2020-2021,Bareland,Cropland
12,9,2,0.18,2020-2021,Bareland,Wetland
12,12,245,22.05,2020-2021,Bareland,Bareland
12,13,9,0.8099999999999999,2020-2021,Bareland,Built-up
12,15,9,0.8099999999999999,2020-2021,Bareland,Water
12,20,2,0.18,2020-2021,Bareland,Forest
13,5,1222,109.97999999999999,2020-2021,Built-up,Shrubland
13,7,322,28.98,2020-2021,Built-up,Grassland
13,8,10269,924.2099999999999,2020-2021,Built-up,Cropland
13,9,22,1.98,2020-2021,Built-up,Wetland
13,11,66,5.9399999999999995,2020-2021,Built-up,Lichens and mosses
13,12,42,3.78,2020-2021,Built-up,Bareland
13,13,153861,13847.49,2020-2021,Built-up,Built-up
13,15,1,0.09,2020-2021,Built-up,Water
13,20,300,27.0,2020-2021,Built-up,Forest
15,8,2,0.18,2020-2021,Water,Cropland
15,9,457,41.129999999999995,2020-2021,Water,Wetland
15,15,5544,498.96,2020-2021,Water,Water
15,20,15,1.3499999999999999,2020-2021,Water,Forest
20,5,2365,212.85,2020-2021,Forest,Shrubland
20,7,3567,321.03,2020-2021,Forest,Grassland
20,8,12323,1109.07,2020-2021,Forest,Cropland
20,9,162,14.58,2020-2021,Forest,Wetland
20,11,7,0.63,2020-2021,Forest,Lichens and mosses
20,12,4,0.36,2020-2021,Forest,Bareland
20,13,254,22.86,2020-2021,Forest,Built-up
20,15,10,0.8999999999999999,2020-2021,Forest,Water
20,20,2282236,205401.24,2020-2021,Forest,Forest
5,5,47861,4307.49,2021-2022,Shrubland,Shrubland
5,7,477,42.93,2021-2022,Shrubland,Grassland
5,8,1838,165.42,2021-2022,Shrubland,Cropland
5,9,17,1.53,2021-2022,Shrubland,Wetland
5,11,22,1.98,2021-2022,Shrubland,Lichens and mosses
5,12,1,0.09,2021-2022,Shrubland,Bareland
5,13,916,82.44,2021-2022,Shrubland,Built-up
5,15,1,0.09,2021-2022,Shrubland,Water
5,20,1366,122.94,2021-2022,Shrubland,Forest
7,5,642,57.78,2021-2022,Grassland,Shrubland
7,7,289516,26056.44,2021-2022,Grassland,Grassland
7,8,5823,524.0699999999999,2021-2022,Grassland,Cropland
7,11,45,4.05,2021-2022,Grassland,Lichens and mosses
7,13,247,22.23,2021-2022,Grassland,Built-up
7,20,927,83.42999999999999,2021-2022,Grassland,Forest
8,5,1128,101.52,2021-2022,Cropland,Shrubland
8,7,3365,302.84999999999997,2021-2022,Cropland,Grassland
8,8,1768287,159145.83,2021-2022,Cropland,Cropland
8,9,114,10.26,2021-2022,Cropland,Wetland
8,11,28,2.52,2021-2022,Cropland,Lichens and mosses
8,12,5,0.44999999999999996,2021-2022,Cropland,Bareland
8,13,6479,583.11,2021-2022,Cropland,Built-up
8,15,19,1.71,2021-2022,Cropland,Water
8,20,3696,332.64,2021-2022,Cropland,Forest
9,5,24,2.16,2021-2022,Wetland,Shrubland
9,8,39,3.51,2021-2022,Wetland,Cropland
9,9,3138,282.42,2021-2022,Wetland,Wetland
9,13,6,0.54,2021-2022,Wetland,Built-up
9,15,61,5.49,2021-2022,Wetland,Water
9,20,193,17.37,2021-2022,Wetland,Forest
11,5,8,0.72,2021-2022,Lichens and mosses,Shrubland
11,7,11,0.99,2021-2022,Lichens and mosses,Grassland
11,8,21,1.89,2021-2022,Lichens and mosses,Cropland
11,11,776,69.84,2021-2022,Lichens and mosses,Lichens and mosses
11,13,54,4.859999999999999,2021-2022,Lichens and mosses,Built-up
11,20,4,0.36,2021-2022,Lichens and mosses,Forest
12,5,13,1.17,2021-2022,Bareland,Shrubland
12,8,4,0.36,2021-2022,Bareland,Cropland
12,9,8,0.72,2021-2022,Bareland,Wetland
12,12,245,22.05,2021-2022,Bareland,Bareland
12,13,37,3.33,2021-2022,Bareland,Built-up
12,15,2,0.18,2021-2022,Bareland,Water
12,20,1,0.09,2021-2022,Bareland,Forest
13,5,737,66.33,2021-2022,Built-up,Shrubland
13,7,243,21.869999999999997,2021-2022,Built-up,Grassland
13,8,12141,1092.69,2021-2022,Built-up,Cropland
13,9,13,1.17,2021-2022,Built-up,Wetland
13,11,66,5.9399999999999995,2021-2022,Built-up,Lichens and mosses
13,12,8,0.72,2021-2022,Built-up,Bareland
13,13,149094,13418.46,2021-2022,Built-up,Built-up
13,20,328,29.52,2021-2022,Built-up,Forest
15,5,1,0.09,2021-2022,Water,Shrubland
15,8,2,0.18,2021-2022,Water,Cropland
15,9,128,11.52,2021-2022,Water,Wetland
15,12,5,0.44999999999999996,2021-2022,Water,Bareland
15,15,5460,491.4,2021-2022,Water,Water
15,20,21,1.89,2021-2022,Water,Forest
20,5,1166,104.94,2021-2022,Forest,Shrubland
20,7,1578,142.01999999999998,2021-2022,Forest,Grassland
20,8,5163,464.66999999999996,2021-2022,Forest,Cropland
20,9,143,12.87,2021-2022,Forest,Wetland
20,11,3,0.27,2021-2022,Forest,Lichens and mosses
20,12,5,0.44999999999999996,2021-2022,Forest,Bareland
20,13,172,15.479999999999999,2021-2022,Forest,Built-up
20,15,30,2.6999999999999997,2021-2022,Forest,Water
20,20,2290574,206151.66,2021-2022,Forest,Forest
