From,To,Count,Area_km2,From_Label,To_Label,Period
9,16,313,0.2817,Wetland,Permanent ice and snow,2011-2012
9,20,492737,443.4633,Wetland,Forest,2011-2012
11,5,35286,31.7574,Lichens and Mosses,Shrubland,2011-2012
11,7,34310,30.879,Lichens and Mosses,Grassland,2011-2012
11,8,65062,58.5558,Lichens and Mosses,Cropland,2011-2012
11,9,2875,2.5875,Lichens and Mosses,Wetland,2011-2012
11,11,881883,793.6947,Lichens and Mosses,Lichens and Mosses,2011-2012
11,12,3945,3.5505,Lichens and Mosses,Bareland,2011-2012
11,13,8112,7.3008,Lichens and Mosses,Built-up,2011-2012
11,15,1835,1.6515,Lichens and Mosses,Water,2011-2012
11,16,1307,1.1763,Lichens and Mosses,Permanent ice and snow,2011-2012
11,20,13083,11.7747,Lichens and Mosses,Forest,2011-2012
12,5,319065,287.1585,Bareland,Shrubland,2011-2012
12,7,1141467,1027.3203,Bareland,Grassland,2011-2012
12,8,1226755,1104.0795,Bareland,Cropland,2011-2012
12,9,1990181,1791.1629,Bareland,Wetland,2011-2012
12,11,2464,2.2176,Bareland,Lichens and Mosses,2011-2012
12,12,1201588411,1081429.5699,Bareland,Bareland,2011-2012
12,13,312645,281.3805,Bareland,Built-up,2011-2012
12,15,51888,46.6992,Bareland,Water,2011-2012
12,16,219801,197.8209,Bareland,Permanent ice and snow,2011-2012
12,20,91894,82.7046,Bareland,Forest,2011-2012
13,5,830504,747.4536,Built-up,Shrubland,2011-2012
13,7,756646,680.9814,Built-up,Grassland,2011-2012
13,8,5676884,5109.1956,Built-up,Cropland,2011-2012
13,9,100234,90.2106,Built-up,Wetland,2011-2012
13,11,7735,6.9615,Built-up,Lichens and Mosses,2011-2012
13,12,250960,225.864,Built-up,Bareland,2011-2012
13,13,120851572,108766.4148,Built-up,Built-up,2011-2012
13,15,26756,24.0804,Built-up,Water,2011-2012
13,16,15082,13.5738,Built-up,Permanent ice and snow,2011-2012
13,20,577871,520.0839,Built-up,Forest,2011-2012
15,5,44421,39.9789,Water,Shrubland,2011-2012
15,7,5943,5.3487,Water,Grassland,2011-2012
15,8,83213,74.8917,Water,Cropland,2011-2012
15,9,1689845,1520.8605,Water,Wetland,2011-2012
15,11,7940,7.146,Water,Lichens and Mosses,2011-2012
15,12,122816,110.5344,Water,Bareland,2011-2012
15,13,31090,27.981,Water,Built-up,2011-2012
15,15,3928296739,3535467.0651,Water,Water,2011-2012
15,16,181016,162.9144,Water,Permanent ice and snow,2011-2012
15,20,50987,45.8883,Water,Forest,2011-2012
16,5,3081,2.7729,Permanent ice and snow,Shrubland,2011-2012
16,7,195,0.1755,Permanent ice and snow,Grassland,2011-2012
16,8,233,0.2097,Permanent ice and snow,Cropland,2011-2012
16,9,6,0.0054,Permanent ice and snow,Wetland,2011-2012
16,11,26,0.0234,Permanent ice and snow,Lichens and Mosses,2011-2012
16,12,12058,10.8522,Permanent ice and snow,Bareland,2011-2012
16,13,821,0.7389,Permanent ice and snow,Built-up,2011-2012
16,15,15537,13.9833,Permanent ice and snow,Water,2011-2012
16,16,3917041,3525.3369,Permanent ice and snow,Permanent ice and snow,2011-2012
16,20,2294,2.0646,Permanent ice and snow,Forest,2011-2012
20,5,4136621,3722.9589,Forest,Shrubland,2011-2012
20,7,1024602,922.1418,Forest,Grassland,2011-2012
20,8,9861004,8874.9036,Forest,Cropland,2011-2012
20,9,465911,419.3199,Forest,Wetland,2011-2012
20,11,10636,9.5724,Forest,Lichens and Mosses,2011-2012
20,12,67385,60.6465,Forest,Bareland,2011-2012
20,13,525968,473.3712,Forest,Built-up,2011-2012
20,15,72207,64.9863,Forest,Water,2011-2012
20,16,69655,62.6895,Forest,Permanent ice and snow,2011-2012
20,20,1221674918,1099507.4262,Forest,Forest,2011-2012
5,5,503565546,453208.9914,Shrubland,Shrubland,2012-2013
5,7,1844536,1660.0824,Shrubland,Grassland,2012-2013
5,8,7596227,6836.6043,Shrubland,Cropland,2012-2013
5,9,504325,453.8925,Shrubland,Wetland,2012-2013
5,11,80350,72.315,Shrubland,Lichens and Mosses,2012-2013
5,12,416214,374.5926,Shrubland,Bareland,2012-2013
5,13,863244,776.9196,Shrubland,Built-up,2012-2013
5,15,35481,31.9329,Shrubland,Water,2012-2013
5,16,151242,136.1178,Shrubland,Permanent ice and snow,2012-2013
5,20,4155739,3740.1651,Shrubland,Forest,2012-2013
7,5,1941874,1747.6866,Grassland,Shrubland,2012-2013
7,7,533381481,480043.3329,Grassland,Grassland,2012-2013
7,8,10684790,9616.311,Grassland,Cropland,2012-2013
7,9,146080,131.472,Grassland,Wetland,2012-2013
7,11,52558,47.3022,Grassland,Lichens and Mosses,2012-2013
7,12,1057208,951.4872,Grassland,Bareland,2012-2013
7,13,813415,732.0735,Grassland,Built-up,2012-2013
7,15,4230,3.807,Grassland,Water,2012-2013
7,16,13998,12.5982,Grassland,Permanent ice and snow,2012-2013
7,20,1307862,1177.0758,Grassland,Forest,2012-2013
8,5,8358128,7522.3152,Cropland,Shrubland,2012-2013
8,7,12112881,10901.5929,Cropland,Grassland,2012-2013
8,8,1915159847,1723643.8623,Cropland,Cropland,2012-2013
8,9,812357,731.1213,Cropland,Wetland,2012-2013
8,11,70217,63.1953,Cropland,Lichens and Mosses,2012-2013
8,12,1018338,916.5042,Cropland,Bareland,2012-2013
8,13,6144096,5529.6864,Cropland,Built-up,2012-2013
8,15,56039,50.4351,Cropland,Water,2012-2013
8,16,10492,9.4428,Cropland,Permanent ice and snow,2012-2013
8,20,8938569,8044.7121,Cropland,Forest,2012-2013
9,5,373559,336.2031,Wetland,Shrubland,2012-2013
9,7,198642,178.7778,Wetland,Grassland,2012-2013
9,8,850312,765.2808,Wetland,Cropland,2012-2013
9,9,43558902,39203.0118,Wetland,Wetland,2012-2013
9,11,2414,2.1726,Wetland,Lichens and Mosses,2012-2013
9,12,1676820,1509.138,Wetland,Bareland,2012-2013
9,13,97820,88.038,Wetland,Built-up,2012-2013
9,15,1653333,1487.9997,Wetland,Water,2012-2013
9,16,289,0.2601,Wetland,Permanent ice and snow,2012-2013
9,20,492436,443.1924,Wetland,Forest,2012-2013
11,5,43037,38.7333,Lichens and Mosses,Shrubland,2012-2013
11,7,41769,37.5921,Lichens and Mosses,Grassland,2012-2013
11,8,68788,61.9092,Lichens and Mosses,Cropland,2012-2013
11,9,2940,2.646,Lichens and Mosses,Wetland,2012-2013
11,11,852714,767.4426,Lichens and Mosses,Lichens and Mosses,2012-2013
11,12,3744,3.3696,Lichens and Mosses,Bareland,2012-2013
11,13,7922,7.1298,Lichens and Mosses,Built-up,2012-2013
11,15,2190,1.971,Lichens and Mosses,Water,2012-2013
11,16,1193,1.0737,Lichens and Mosses,Permanent ice and snow,2012-2013
11,20,12514,11.2626,Lichens and Mosses,Forest,2012-2013
12,5,309396,278.4564,Bareland,Shrubland,2012-2013
12,7,1127616,1014.8544,Bareland,Grassland,2012-2013
12,8,889151,800.2359,Bareland,Cropland,2012-2013
12,9,1468588,1321.7292,Bareland,Wetland,2012-2013
12,11,5725,5.1525,Bareland,Lichens and Mosses,2012-2013
12,12,1200434194,1080390.7746,Bareland,Bareland,2012-2013
12,13,274038,246.6342,Bareland,Built-up,2012-2013
12,15,323411,291.0699,Bareland,Water,2012-2013
12,16,99415,89.4735,Bareland,Permanent ice and snow,2012-2013
12,20,84393,75.9537,Bareland,Forest,2012-2013
13,5,860606,774.5454,Built-up,Shrubland,2012-2013
13,7,773587,696.2283,Built-up,Grassland,2012-2013
13,8,5419046,4877.1414,Built-up,Cropland,2012-2013
13,9,95022,85.5198,Built-up,Wetland,2012-2013
13,11,7972,7.1748,Built-up,Lichens and Mosses,2012-2013
13,12,285236,256.7124,Built-up,Bareland,2012-2013
13,13,121501704,109351.5336,Built-up,Built-up,2012-2013
13,15,27438,24.6942,Built-up,Water,2012-2013
13,16,14274,12.8466,Built-up,Permanent ice and snow,2012-2013
13,20,532726,479.4534,Built-up,Forest,2012-2013
15,5,50219,45.1971,Water,Shrubland,2012-2013
15,7,4517,4.0653,Water,Grassland,2012-2013
15,8,75168,67.6512,Water,Cropland,2012-2013
15,9,1959003,1763.1027,Water,Wetland,2012-2013
15,11,1876,1.6884,Water,Lichens and Mosses,2012-2013
15,12,55106,49.5954,Water,Bareland,2012-2013
15,13,24773,22.2957,Water,Built-up,2012-2013
15,15,3927833664,3535050.2976,Water,Water,2012-2013
15,16,197634,177.8706,Water,Permanent ice and snow,2012-2013
15,20,54730,49.257,Water,Forest,2012-2013
16,5,15,0.0135,Permanent ice and snow,Shrubland,2012-2013
16,7,7,0.0063,Permanent ice and snow,Grassland,2012-2013
16,12,7,0.0063,Permanent ice and snow,Bareland,2012-2013
16,13,351,0.3159,Permanent ice and snow,Built-up,2012-2013
16,15,130,0.117,Permanent ice and snow,Water,2012-2013
16,16,4705756,4235.1804,Permanent ice and snow,Permanent ice and snow,2012-2013
16,20,5,0.0045,Permanent ice and snow,Forest,2012-2013
20,5,4011798,3610.6182,Forest,Shrubland,2012-2013
20,7,1101337,991.2033,Forest,Grassland,2012-2013
20,8,8707379,7836.6411,Forest,Cropland,2012-2013
20,9,457941,412.1469,Forest,Wetland,2012-2013
20,11,17945,16.1505,Forest,Lichens and Mosses,2012-2013
20,12,87960,79.164,Forest,Bareland,2012-2013
20,13,598827,538.9443,Forest,Built-up,2012-2013
20,15,54691,49.2219,Forest,Water,2012-2013
20,16,67415,60.6735,Forest,Permanent ice and snow,2012-2013
20,20,1220743918,1098669.5262,Forest,Forest,2012-2013
5,5,505618711,455056.8399,Shrubland,Shrubland,2013-2014
5,7,1671285,1504.1565,Shrubland,Grassland,2013-2014
5,8,6913200,6221.88,Shrubland,Cropland,2013-2014
5,9,387099,348.3891,Shrubland,Wetland,2013-2014
5,11,73598,66.2382,Shrubland,Lichens and Mosses,2013-2014
5,12,395631,356.0679,Shrubland,Bareland,2013-2014
5,13,828304,745.4736,Shrubland,Built-up,2013-2014
5,15,40868,36.7812,Shrubland,Water,2013-2014
5,16,6693,6.0237,Shrubland,Permanent ice and snow,2013-2014
5,20,3578775,3220.8975,Shrubland,Forest,2013-2014
7,5,1682641,1514.3769,Grassland,Shrubland,2013-2014
7,7,534923207,481430.8863,Grassland,Grassland,2013-2014
7,8,10694821,9625.3389,Grassland,Cropland,2013-2014
7,9,182087,163.8783,Grassland,Wetland,2013-2014
7,11,56457,50.8113,Grassland,Lichens and Mosses,2013-2014
7,12,1054534,949.0806,Grassland,Bareland,2013-2014
7,13,757643,681.8787,Grassland,Built-up,2013-2014
7,15,3454,3.1086,Grassland,Water,2013-2014
7,16,1383,1.2447,Grassland,Permanent ice and snow,2013-2014
7,20,1230143,1107.1287,Grassland,Forest,2013-2014
8,5,6808107,6127.2963,Cropland,Shrubland,2013-2014
8,7,9112024,8200.8216,Cropland,Grassland,2013-2014
8,8,1918945590,1727051.031,Cropland,Cropland,2013-2014
8,9,851141,766.0269,Cropland,Wetland,2013-2014
8,11,59298,53.3682,Cropland,Lichens and Mosses,2013-2014
8,12,842576,758.3184,Cropland,Bareland,2013-2014
8,13,5185985,4667.3865,Cropland,Built-up,2013-2014
8,15,40757,36.6813,Cropland,Water,2013-2014
8,16,526,0.4734,Cropland,Permanent ice and snow,2013-2014
8,20,7604702,6844.2318,Cropland,Forest,2013-2014
9,5,361238,325.1142,Wetland,Shrubland,2013-2014
9,7,152547,137.2923,Wetland,Grassland,2013-2014
9,8,731084,657.9756,Wetland,Cropland,2013-2014
9,9,44975830,40478.247,Wetland,Wetland,2013-2014
9,11,4801,4.3209,Wetland,Lichens and Mosses,2013-2014
9,12,825253,742.7277,Wetland,Bareland,2013-2014
9,13,89961,80.9649,Wetland,Built-up,2013-2014
9,15,1403083,1262.7747,Wetland,Water,2013-2014
9,16,6,0.0054,Wetland,Permanent ice and snow,2013-2014
9,20,461354,415.2186,Wetland,Forest,2013-2014
11,5,73074,65.7666,Lichens and Mosses,Shrubland,2013-2014
11,7,45428,40.8852,Lichens and Mosses,Grassland,2013-2014
11,8,84019,75.6171,Lichens and Mosses,Cropland,2013-2014
11,9,2500,2.25,Lichens and Mosses,Wetland,2013-2014
11,11,857481,771.7329,Lichens and Mosses,Lichens and Mosses,2013-2014
11,12,4094,3.6846,Lichens and Mosses,Bareland,2013-2014
11,13,7497,6.7473,Lichens and Mosses,Built-up,2013-2014
11,15,1200,1.08,Lichens and Mosses,Water,2013-2014
11,16,77,0.0693,Lichens and Mosses,Permanent ice and snow,2013-2014
11,20,16397,14.7573,Lichens and Mosses,Forest,2013-2014
12,5,352454,317.2086,Bareland,Shrubland,2013-2014
12,7,828546,745.6914,Bareland,Grassland,2013-2014
12,8,910953,819.8577,Bareland,Cropland,2013-2014
12,9,1343319,1208.9871,Bareland,Wetland,2013-2014
12,11,7838,7.0542,Bareland,Lichens and Mosses,2013-2014
12,12,1201141858,1081027.6722,Bareland,Bareland,2013-2014
12,13,298785,268.9065,Bareland,Built-up,2013-2014
12,15,64810,58.329,Bareland,Water,2013-2014
12,16,2585,2.3265,Bareland,Permanent ice and snow,2013-2014
12,20,83680,75.312,Bareland,Forest,2013-2014
13,5,731835,658.6515,Built-up,Shrubland,2013-2014
13,7,657039,591.3351,Built-up,Grassland,2013-2014
13,8,4873544,4386.1896,Built-up,Cropland,2013-2014
13,9,85322,76.7898,Built-up,Wetland,2013-2014
13,11,9224,8.3016,Built-up,Lichens and Mosses,2013-2014
13,12,262084,235.8756,Built-up,Bareland,2013-2014
13,13,123193326,110873.9934,Built-up,Built-up,2013-2014
13,15,19353,17.4177,Built-up,Water,2013-2014
13,16,911,0.8199,Built-up,Permanent ice and snow,2013-2014
13,20,493557,444.2013,Built-up,Forest,2013-2014
15,5,46385,41.7465,Water,Shrubland,2013-2014
15,7,3772,3.3948,Water,Grassland,2013-2014
15,8,47582,42.8238,Water,Cropland,2013-2014
15,9,1400616,1260.5544,Water,Wetland,2013-2014
15,11,6512,5.8608,Water,Lichens and Mosses,2013-2014
15,12,36425,32.7825,Water,Bareland,2013-2014
15,13,26413,23.7717,Water,Built-up,2013-2014
15,15,3928365429,3535528.8861,Water,Water,2013-2014
15,16,7400,6.66,Water,Permanent ice and snow,2013-2014
15,20,50073,45.0657,Water,Forest,2013-2014
16,5,833,0.7497,Permanent ice and snow,Shrubland,2013-2014
16,7,123,0.1107,Permanent ice and snow,Grassland,2013-2014
16,8,160,0.144,Permanent ice and snow,Cropland,2013-2014
16,9,9,0.0081,Permanent ice and snow,Wetland,2013-2014
16,11,14,0.0126,Permanent ice and snow,Lichens and Mosses,2013-2014
16,12,581,0.5229,Permanent ice and snow,Bareland,2013-2014
16,13,775,0.6975,Permanent ice and snow,Built-up,2013-2014
16,15,4016,3.6144,Permanent ice and snow,Water,2013-2014
16,16,5253655,4728.2895,Permanent ice and snow,Permanent ice and snow,2013-2014
16,20,1543,1.3887,Permanent ice and snow,Forest,2013-2014
20,5,3436299,3092.6691,Forest,Shrubland,2013-2014
20,7,1229657,1106.6913,Forest,Grassland,2013-2014
20,8,8326986,7494.2874,Forest,Cropland,2013-2014
20,9,473257,425.9313,Forest,Wetland,2013-2014
20,11,13656,12.2904,Forest,Lichens and Mosses,2013-2014
20,12,77714,69.9426,Forest,Bareland,2013-2014
20,13,509532,458.5788,Forest,Built-up,2013-2014
20,15,66048,59.4432,Forest,Water,2013-2014
20,16,2130,1.917,Forest,Permanent ice and snow,2013-2014
20,20,1222187599,1099968.8391,Forest,Forest,2013-2014
5,5,505582555,455024.2995,Shrubland,Shrubland,2014-2015
5,7,1539013,1385.1117,Shrubland,Grassland,2014-2015
5,8,6762344,6086.1096,Shrubland,Cropland,2014-2015
5,9,380090,342.081,Shrubland,Wetland,2014-2015
5,11,59154,53.2386,Shrubland,Lichens and Mosses,2014-2015
5,12,363862,327.4758,Shrubland,Bareland,2014-2015
5,13,840307,756.2763,Shrubland,Built-up,2014-2015
5,15,30096,27.0864,Shrubland,Water,2014-2015
5,16,1732,1.5588,Shrubland,Permanent ice and snow,2014-2015
5,20,3552419,3197.1771,Shrubland,Forest,2014-2015
7,5,1730869,1557.7821,Grassland,Shrubland,2014-2015
7,7,534270321,480843.2889,Grassland,Grassland,2014-2015
7,8,9082659,8174.3931,Grassland,Cropland,2014-2015
7,9,146431,131.7879,Grassland,Wetland,2014-2015
7,11,50953,45.8577,Grassland,Lichens and Mosses,2014-2015
7,12,1289516,1160.5644,Grassland,Bareland,2014-2015
7,13,825973,743.3757,Grassland,Built-up,2014-2015
7,15,4566,4.1094,Grassland,Water,2014-2015
7,16,418,0.3762,Grassland,Permanent ice and snow,2014-2015
7,20,1221920,1099.728,Grassland,Forest,2014-2015
8,5,7964068,7167.6612,Cropland,Shrubland,2014-2015
8,7,11180133,10062.1197,Cropland,Grassland,2014-2015
8,8,1916519965,1724867.9685,Cropland,Cropland,2014-2015
8,9,796663,716.9967,Cropland,Wetland,2014-2015
8,11,84294,75.8646,Cropland,Lichens and Mosses,2014-2015
8,12,1130816,1017.7344,Cropland,Bareland,2014-2015
8,13,6221207,5599.0863,Cropland,Built-up,2014-2015
8,15,39834,35.8506,Cropland,Water,2014-2015
8,16,191,0.1719,Cropland,Permanent ice and snow,2014-2015
8,20,7590752,6831.6768,Cropland,Forest,2014-2015
9,5,363991,327.5919,Wetland,Shrubland,2014-2015
9,7,173019,155.7171,Wetland,Grassland,2014-2015
9,8,744794,670.3146,Wetland,Cropland,2014-2015
9,9,45235786,40712.2074,Wetland,Wetland,2014-2015
9,11,5596,5.0364,Wetland,Lichens and Mosses,2014-2015
9,12,1380087,1242.0783,Wetland,Bareland,2014-2015
9,13,100204,90.1836,Wetland,Built-up,2014-2015
9,15,1248078,1123.2702,Wetland,Water,2014-2015
9,16,8,0.0072,Wetland,Permanent ice and snow,2014-2015
9,20,449617,404.6553,Wetland,Forest,2014-2015
11,5,64189,57.7701,Lichens and Mosses,Shrubland,2014-2015
11,7,40515,36.4635,Lichens and Mosses,Grassland,2014-2015
11,8,67242,60.5178,Lichens and Mosses,Cropland,2014-2015
11,9,4825,4.3425,Lichens and Mosses,Wetland,2014-2015
11,11,880895,792.8055,Lichens and Mosses,Lichens and Mosses,2014-2015
11,12,5141,4.6269,Lichens and Mosses,Bareland,2014-2015
11,13,9772,8.7948,Lichens and Mosses,Built-up,2014-2015
11,15,3177,2.8593,Lichens and Mosses,Water,2014-2015
11,16,39,0.0351,Lichens and Mosses,Permanent ice and snow,2014-2015
11,20,13084,11.7756,Lichens and Mosses,Forest,2014-2015
12,5,372950,335.655,Bareland,Shrubland,2014-2015
12,7,791936,712.7424,Bareland,Grassland,2014-2015
12,8,1027044,924.3396,Bareland,Cropland,2014-2015
12,9,1088758,979.8822,Bareland,Wetland,2014-2015
12,11,6010,5.409,Bareland,Lichens and Mosses,2014-2015
12,12,1200781520,1080703.368,Bareland,Bareland,2014-2015
12,13,377495,339.7455,Bareland,Built-up,2014-2015
12,15,55622,50.0598,Bareland,Water,2014-2015
12,16,862,0.7758,Bareland,Permanent ice and snow,2014-2015
12,20,138546,124.6914,Bareland,Forest,2014-2015
13,5,887419,798.6771,Built-up,Shrubland,2014-2015
13,7,752618,677.3562,Built-up,Grassland,2014-2015
13,8,5734535,5161.0815,Built-up,Cropland,2014-2015
13,9,97768,87.9912,Built-up,Wetland,2014-2015
13,11,10031,9.0279,Built-up,Lichens and Mosses,2014-2015
13,12,292006,262.8054,Built-up,Bareland,2014-2015
13,13,122559108,110303.1972,Built-up,Built-up,2014-2015
13,15,18763,16.8867,Built-up,Water,2014-2015
13,16,1016,0.9144,Built-up,Permanent ice and snow,2014-2015
13,20,544962,490.4658,Built-up,Forest,2014-2015
15,5,59478,53.5302,Water,Shrubland,2014-2015
15,7,3237,2.9133,Water,Grassland,2014-2015
15,8,50036,45.0324,Water,Cropland,2014-2015
15,9,1538876,1384.9884,Water,Wetland,2014-2015
15,11,2162,1.9458,Water,Lichens and Mosses,2014-2015
15,12,42293,38.0637,Water,Bareland,2014-2015
15,13,30656,27.5904,Water,Built-up,2014-2015
15,15,3928222080,3535399.872,Water,Water,2014-2015
15,16,3161,2.8449,Water,Permanent ice and snow,2014-2015
15,20,57038,51.3342,Water,Forest,2014-2015
16,5,3005,2.7045,Permanent ice and snow,Shrubland,2014-2015
16,7,545,0.4905,Permanent ice and snow,Grassland,2014-2015
16,8,720,0.648,Permanent ice and snow,Cropland,2014-2015
16,9,11,0.0099,Permanent ice and snow,Wetland,2014-2015
16,11,20,0.018,Permanent ice and snow,Lichens and Mosses,2014-2015
16,12,1645,1.4805,Permanent ice and snow,Bareland,2014-2015
16,13,1030,0.927,Permanent ice and snow,Built-up,2014-2015
16,15,10171,9.1539,Permanent ice and snow,Water,2014-2015
16,16,5253365,4728.0285,Permanent ice and snow,Permanent ice and snow,2014-2015
16,20,4854,4.3686,Permanent ice and snow,Forest,2014-2015
20,5,3734474,3361.0266,Forest,Shrubland,2014-2015
20,7,1101447,991.3023,Forest,Grassland,2014-2015
20,8,8296704,7467.0336,Forest,Cropland,2014-2015
20,9,468713,421.8417,Forest,Wetland,2014-2015
20,11,11774,10.5966,Forest,Lichens and Mosses,2014-2015
20,12,66172,59.5548,Forest,Bareland,2014-2015
20,13,553695,498.3255,Forest,Built-up,2014-2015
20,15,106422,95.7798,Forest,Water,2014-2015
20,16,881,0.7929,Forest,Permanent ice and snow,2014-2015
20,20,1221367547,1099230.7923,Forest,Forest,2014-2015
5,5,507014012,456312.6108,Shrubland,Shrubland,2015-2016
5,7,1408641,1267.7769,Shrubland,Grassland,2015-2016
5,8,7188883,6469.9947,Shrubland,Cropland,2015-2016
5,9,390513,351.4617,Shrubland,Wetland,2015-2016
5,11,39874,35.8866,Shrubland,Lichens and Mosses,2015-2016
5,12,268390,241.551,Shrubland,Bareland,2015-2016
5,13,882206,793.9854,Shrubland,Built-up,2015-2016
5,15,26681,24.0129,Shrubland,Water,2015-2016
5,16,900,0.81,Shrubland,Permanent ice and snow,2015-2016
5,20,3542898,3188.6082,Shrubland,Forest,2015-2016
7,5,1453458,1308.1122,Grassland,Shrubland,2015-2016
7,7,537930443,484137.3987,Grassland,Grassland,2015-2016
7,8,7719988,6947.9892,Grassland,Cropland,2015-2016
7,9,199940,179.946,Grassland,Wetland,2015-2016
7,11,32160,28.944,Grassland,Lichens and Mosses,2015-2016
7,12,693273,623.9457,Grassland,Bareland,2015-2016
7,13,776562,698.9058,Grassland,Built-up,2015-2016
7,15,7772,6.9948,Grassland,Water,2015-2016
7,16,117,0.1053,Grassland,Permanent ice and snow,2015-2016
7,20,1039074,935.1666,Grassland,Forest,2015-2016
8,5,6442731,5798.4579,Cropland,Shrubland,2015-2016
8,7,9736619,8762.9571,Cropland,Grassland,2015-2016
8,8,1917119421,1725407.4789,Cropland,Cropland,2015-2016
8,9,742767,668.4903,Cropland,Wetland,2015-2016
8,11,53689,48.3201,Cropland,Lichens and Mosses,2015-2016
8,12,792450,713.205,Cropland,Bareland,2015-2016
8,13,6166919,5550.2271,Cropland,Built-up,2015-2016
8,15,31609,28.4481,Cropland,Water,2015-2016
8,16,148,0.1332,Cropland,Permanent ice and snow,2015-2016
8,20,7199689,6479.7201,Cropland,Forest,2015-2016
9,5,434866,391.3794,Wetland,Shrubland,2015-2016
9,7,144158,129.7422,Wetland,Grassland,2015-2016
9,8,861373,775.2357,Wetland,Cropland,2015-2016
9,9,45049463,40544.5167,Wetland,Wetland,2015-2016
9,11,6071,5.4639,Wetland,Lichens and Mosses,2015-2016
9,12,1273620,1146.258,Wetland,Bareland,2015-2016
9,13,117426,105.6834,Wetland,Built-up,2015-2016
9,15,1428522,1285.6698,Wetland,Water,2015-2016
9,16,3,0.0027,Wetland,Permanent ice and snow,2015-2016
9,20,442420,398.178,Wetland,Forest,2015-2016
11,5,55788,50.2092,Lichens and Mosses,Shrubland,2015-2016
11,7,33186,29.8674,Lichens and Mosses,Grassland,2015-2016
11,8,67682,60.9138,Lichens and Mosses,Cropland,2015-2016
11,9,5034,4.5306,Lichens and Mosses,Wetland,2015-2016
11,11,917474,825.7266,Lichens and Mosses,Lichens and Mosses,2015-2016
11,12,6713,6.0417,Lichens and Mosses,Bareland,2015-2016
11,13,9470,8.523,Lichens and Mosses,Built-up,2015-2016
11,15,3004,2.7036,Lichens and Mosses,Water,2015-2016
11,16,13,0.0117,Lichens and Mosses,Permanent ice and snow,2015-2016
11,20,12527,11.2743,Lichens and Mosses,Forest,2015-2016
12,5,350080,315.072,Bareland,Shrubland,2015-2016
12,7,816444,734.7996,Bareland,Grassland,2015-2016
12,8,730562,657.5058,Bareland,Cropland,2015-2016
12,9,1161080,1044.972,Bareland,Wetland,2015-2016
12,11,6669,6.0021,Bareland,Lichens and Mosses,2015-2016
12,12,1201802434,1081622.1906,Bareland,Bareland,2015-2016
12,13,343980,309.582,Bareland,Built-up,2015-2016
12,15,51124,46.0116,Bareland,Water,2015-2016
12,16,545,0.4905,Bareland,Permanent ice and snow,2015-2016
12,20,90138,81.1242,Bareland,Forest,2015-2016
13,5,822769,740.4921,Built-up,Shrubland,2015-2016
13,7,723339,651.0051,Built-up,Grassland,2015-2016
13,8,5123651,4611.2859,Built-up,Cropland,2015-2016
13,9,87727,78.9543,Built-up,Wetland,2015-2016
13,11,9762,8.7858,Built-up,Lichens and Mosses,2015-2016
13,12,279192,251.2728,Built-up,Bareland,2015-2016
13,13,123946277,111551.6493,Built-up,Built-up,2015-2016
13,15,24124,21.7116,Built-up,Water,2015-2016
13,16,569,0.5121,Built-up,Permanent ice and snow,2015-2016
13,20,502036,451.8324,Built-up,Forest,2015-2016
15,5,48710,43.839,Water,Shrubland,2015-2016
15,7,2939,2.6451,Water,Grassland,2015-2016
15,8,37905,34.1145,Water,Cropland,2015-2016
15,9,1916394,1724.7546,Water,Wetland,2015-2016
15,11,2165,1.9485,Water,Lichens and Mosses,2015-2016
15,12,36569,32.9121,Water,Bareland,2015-2016
15,13,24807,22.3263,Water,Built-up,2015-2016
15,15,3927602586,3534842.3274,Water,Water,2015-2016
15,16,3818,3.4362,Water,Permanent ice and snow,2015-2016
15,20,62916,56.6244,Water,Forest,2015-2016
16,5,6844,6.1596,Permanent ice and snow,Shrubland,2015-2016
16,7,1377,1.2393,Permanent ice and snow,Grassland,2015-2016
16,8,957,0.8613,Permanent ice and snow,Cropland,2015-2016
16,9,22,0.0198,Permanent ice and snow,Wetland,2015-2016
16,11,71,0.0639,Permanent ice and snow,Lichens and Mosses,2015-2016
16,12,4077,3.6693,Permanent ice and snow,Bareland,2015-2016
16,13,1681,1.5129,Permanent ice and snow,Built-up,2015-2016
16,15,15994,14.3946,Permanent ice and snow,Water,2015-2016
16,16,5225912,4703.3208,Permanent ice and snow,Permanent ice and snow,2015-2016
16,20,4738,4.2642,Permanent ice and snow,Forest,2015-2016
20,5,3947878,3553.0902,Forest,Shrubland,2015-2016
20,7,1008655,907.7895,Forest,Grassland,2015-2016
20,8,8548733,7693.8597,Forest,Cropland,2015-2016
20,9,456839,411.1551,Forest,Wetland,2015-2016
20,11,10132,9.1188,Forest,Lichens and Mosses,2015-2016
20,12,60138,54.1242,Forest,Bareland,2015-2016
20,13,566850,510.165,Forest,Built-up,2015-2016
20,15,48211,43.3899,Forest,Water,2015-2016
20,16,1712,1.5408,Forest,Permanent ice and snow,2015-2016
20,20,1220291589,1098262.4301,Forest,Forest,2015-2016
5,5,506774480,456097.032,Shrubland,Shrubland,2016-2017
5,7,1545483,1390.9347,Shrubland,Grassland,2016-2017
5,8,7368293,6631.4637,Shrubland,Cropland,2016-2017
5,9,367539,330.7851,Shrubland,Wetland,2016-2017
5,11,54340,48.906,Shrubland,Lichens and Mosses,2016-2017
5,12,390789,351.7101,Shrubland,Bareland,2016-2017
